4.0,1.2,t,1.2133178710937496,0.00027213770804691064
4.0,1.2,t,1.199966430664062,0.0008220013957530684
4.0,1.2,t,1.1866149902343746,0.0002674328132020401
5.0,1.2,t,1.213424682617187,0.0001623948471281394
5.0,1.2,t,1.199966430664062,0.0002553888351967124
5.0,1.2,t,1.186721801757812,0.00021046212518935383
6.0,1.2,t,1.2133178710937496,0.00021595311659669244
6.0,1.2,t,1.199966430664062,0.00020238198015712692
6.0,1.2,t,1.186508178710937,0.0001592209104584924
7.0,3.7,q,3.719970703125,0.00010650290387663691
7.0,3.7,q,3.70672607421875,0.00031896565064427977
7.0,3.7,q,3.6933746337890625,0.0003221107877446102
7.0,3.7,q,3.680023193359375,0.00010987783000497614
8.0,3.7,q,3.7200775146484375,0.00010645513772102019
8.0,3.7,q,3.70672607421875,0.0003179944750380662
8.0,3.7,q,3.6933746337890625,0.00032157678099449234
8.0,3.7,q,3.6801300048828125,0.0001098937526947763
