----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-02-21 16:18:09.035753

Actual Temperature / SetPoint / V1 / V2
0 0 0.1145 4.3413
22.03  0.00  0.1222 2.828
Print progress: 100.0%
21.82  0.00  0.1295 2.8252
21.85  0.00  0.1295 2.8252
21.64  0.00  0.1323 2.8263
21.67  0.00  0.1323 2.8263
21.61  0.00  0.1271 2.8243
21.67  0.00  0.1271 2.8243
21.73  0.00  0.1245 2.821
21.64  0.00  0.1162 2.8186
21.79  0.00  0.1162 2.8186
21.64  0.00  0.1213 2.8242
21.70  0.00  0.1213 2.8242
21.64  0.00  0.1218 2.8219
21.58  0.00  0.121 2.8228
21.70  0.00  0.121 2.8228
21.64  0.00  0.1254 2.8229
21.36  0.00  0.1254 2.8229
21.55  0.00  0.1226 2.8254
21.64  0.00  0.1226 2.8254
21.64  0.00  0.1261 2.8193
21.70  0.00  0.1278 2.8248
21.64  0.00  0.1278 2.8248
21.48  0.00  0.1227 2.8203
21.39  0.00  0.1227 2.8203
21.48  0.00  0.1191 2.827
21.48  0.00  0.1228 2.8223
21.51  0.00  0.1228 2.8223
21.48  0.00  0.1213 2.8234
21.45  0.00  0.1213 2.8234
21.55  0.00  0.124 2.8203
21.55  0.00  0.1268 2.824
21.36  0.00  0.1268 2.824
21.39  0.00  0.129 2.8258
21.42  0.00  0.129 2.8258
21.45  0.00  0.1245 2.8265
21.42  0.00  0.1245 2.8265
21.48  0.00  0.1309 2.8245
21.51  0.00  0.1204 2.8252
21.36  0.00  0.1204 2.8252
21.45  0.00  0.1212 2.8229
21.39  0.00  0.1212 2.8229
21.48  0.00  0.1196 2.8276
21.45  0.00  0.1196 2.8276
21.42  0.00  0.1204 2.8314
21.51  0.00  0.1244 2.8278
21.48  0.00  0.1244 2.8278
21.55  0.00  0.1263 2.826
21.48  0.00  0.1263 2.826
21.51  0.00  0.1232 2.8285
21.42  0.00  0.1232 2.8285
21.33  0.00  0.1251 2.8251
21.70  0.00  0.1201 2.828
21.39  0.00  0.1201 2.828
21.73  0.00  0.1207 2.8308
21.55  0.00  0.1207 2.8308
21.67  0.00  0.1232 2.8282
21.61  0.00  0.1232 2.8282
21.51  0.00  0.1226 2.8257
21.67  0.00  0.1268 2.8308
21.79  0.00  0.1268 2.8308
21.61  0.00  0.1265 2.8289
21.51  0.00  0.1265 2.8289
21.76  0.00  0.1235 2.8341
21.70  0.00  0.1239 2.8267
21.39  0.00  0.1239 2.8267
21.64  0.00  0.1217 2.828
21.76  0.00  0.1217 2.828
21.67  0.00  0.1173 2.8265
21.64  0.00  0.1173 2.8265
21.67  0.00  0.118 2.8352
21.58  0.00  0.1261 2.8263
21.73  0.00  0.1261 2.8263
21.64  0.00  0.1331 2.8306
21.67  0.00  0.1331 2.8306
21.61  0.00  0.1304 2.8307
21.64  0.00  0.1232 2.8311
21.79  0.00  0.1232 2.8311
21.64  0.00  0.1194 2.8279
21.76  0.00  0.1194 2.8279
21.70  0.00  0.1155 2.8373
21.61  0.00  0.1155 2.8373
21.58  0.00  0.1205 2.8317
21.45  0.00  0.1293 2.8315
21.48  0.00  0.1293 2.8315
21.76  0.00  0.1293 2.8292
21.48  0.00  0.1293 2.8292
21.67  0.00  0.1254 2.8365
21.55  0.00  0.1254 2.8365
21.55  0.00  0.1235 2.8318
21.55  0.00  0.1201 2.834
21.48  0.00  0.1201 2.834
21.67  0.00  0.1185 2.8322
21.70  0.00  0.1185 2.8322
21.58  0.00  0.1191 2.8337
21.42  0.00  0.1191 2.8337
21.55  0.00  0.1262 2.8318
21.30  0.00  0.1245 2.8342
21.67  0.00  0.1245 2.8342
21.33  0.00  0.1265 2.8353
21.48  0.00  0.1265 2.8353
21.51  0.00  0.125 2.8373
21.51  0.00  0.124 2.8323
21.61  0.00  0.124 2.8323
21.64  0.00  0.1235 2.8328
21.61  0.00  0.1235 2.8328
21.55  0.00  0.1215 2.8326
21.61  0.00  0.1215 2.8326
21.58  0.00  0.12 2.8362
21.64  0.00  0.1216 2.835
21.70  0.00  0.1216 2.835
21.51  0.00  0.1248 2.8376
21.55  0.00  0.1248 2.8376
21.70  0.00  0.1245 2.8369
21.58  0.00  0.1245 2.8369
21.48  0.00  0.13 2.8378
21.51  0.00  0.1266 2.8331
21.45  0.00  0.1266 2.8331
21.48  0.00  0.1168 2.8434
21.51  0.00  0.1168 2.8434
21.61  0.00  0.1176 2.8353
21.58  0.00  0.1176 2.8353
21.42  0.00  0.1199 2.8383
21.55  0.00  0.1316 2.8395
21.61  0.00  0.1316 2.8395
21.61  0.00  0.1289 2.8422
---------------------------------
-         PROCESS ENDED         -
---------------------------------
2024-02-21 18:10:46.179695
----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-02-22 15:11:32.527746

Actual Temperature / SetPoint / V1 / V2
0 0 0.0 0.0
20.42  0.00  0.1606 2.9479
20.42  0.00  0.1702 2.9475
20.39  0.00  0.1733 2.9493
20.32  0.00  0.1722 2.9471
20.42  0.00  0.1696 2.9524
20.36  0.00  0.1696 2.9524
20.26  0.00  0.1735 2.9458
20.26  0.00  0.1606 2.9479
20.42  0.00  0.1702 2.9475
20.26  0.00  0.1733 2.9493
20.29  0.00  0.1722 2.9471
20.32  0.00  0.1696 2.9524
20.42  0.00  0.1696 2.9524
Print progress: 4.3478260869565215%
20.39  0.00  0.1696 2.9524
Print progress: 6.521739130434782%
20.48  0.00  0.1614 2.9464
20.48  0.00  0.1646 2.9468
20.48  0.00  0.1669 2.9435
20.48  0.00  0.1671 2.9469
20.48  0.00  0.1747 2.9443
20.48  0.00  0.1655 2.9604
20.48  0.00  0.1615 2.9623
20.48  0.00  0.1589 2.9631
20.48  0.00  0.1569 2.947
20.48  0.00  0.1578 2.9462
20.48  0.00  0.1614 2.9437
20.48  0.00  0.1698 2.9479
20.48  0.00  0.1736 2.9447
20.48  0.00  0.1727 2.9457
20.48  0.00  0.1765 2.9435
20.48  0.00  0.1737 2.9489
20.48  0.00  0.1698 2.9441
20.48  0.00  0.1698 2.9441
20.48  0.00  0.1635 2.9462
20.48  0.00  0.1635 2.9462
20.48  0.00  0.162 2.9438
20.48  0.00  0.162 2.9438
20.48  0.00  0.166 2.9462
20.48  0.00  0.172 2.9445
20.48  0.00  0.172 2.9445
20.48  0.00  0.1729 2.9474
20.48  0.00  0.1729 2.9474
20.48  0.00  0.1727 2.9438
20.48  0.00  0.1727 2.9438
20.48  0.00  0.1691 2.9458
20.48  0.00  0.1691 2.9458
20.48  0.00  0.1693 2.943
20.48  0.00  0.1693 2.943
20.48  0.00  0.1654 2.9457
20.48  0.00  0.1654 2.9457
20.48  0.00  0.1643 2.9454
20.48  0.00  0.1643 2.9454
20.48  0.00  0.1681 2.947
20.48  0.00  0.1681 2.947
20.48  0.00  0.1674 2.9438
20.48  0.00  0.1674 2.9438
20.48  0.00  0.1727 2.9467
20.48  0.00  0.1727 2.9467
20.48  0.00  0.1733 2.9432
20.48  0.00  0.1733 2.9432
20.48  0.00  0.1687 2.9453
20.48  0.00  0.1687 2.9453
20.48  0.00  0.1655 2.9509
20.48  0.00  0.1655 2.9509
20.48  0.00  0.1637 2.9445
20.48  0.00  0.1637 2.9445
20.48  0.00  0.1628 2.9435
20.48  0.00  0.1628 2.9435
20.48  0.00  0.1655 2.9462
20.48  0.00  0.17 2.943
20.48  0.00  0.17 2.943
20.48  0.00  0.1735 2.9484
20.48  0.00  0.1735 2.9484
20.48  0.00  0.1731 2.9442
20.48  0.00  0.1731 2.9442
20.48  0.00  0.1682 2.9456
20.48  0.00  0.1682 2.9456
20.48  0.00  0.1633 2.9429
20.48  0.00  0.1633 2.9429
20.48  0.00  0.1604 2.9457
20.48  0.00  0.1604 2.9457
20.48  0.00  0.1658 2.943
20.48  0.00  0.1658 2.943
20.48  0.00  0.1682 2.9484
20.48  0.00  0.1682 2.9484
20.48  0.00  0.1725 2.944
20.48  0.00  0.1725 2.944
20.48  0.00  0.1691 2.9457
20.48  0.00  0.1691 2.9457
20.32  0.00  0.167 2.9435
20.23  0.00  0.167 2.9435
Print progress: 10.869565217391305%
20.51  0.00  0.165 2.9478
20.51  0.00  0.1617 2.9436
20.51  0.00  0.1617 2.9436
20.51  0.00  0.1588 2.9489
20.51  0.00  0.1588 2.9489
20.51  0.00  0.1672 2.943
20.51  0.00  0.1672 2.943
20.51  0.00  0.1624 2.9456
20.51  0.00  0.1624 2.9456
20.51  0.00  0.1718 2.9431
20.51  0.00  0.1718 2.9431
20.51  0.00  0.1702 2.946
20.51  0.00  0.1702 2.946
20.51  0.00  0.1703 2.9451
20.51  0.00  0.1703 2.9451
20.51  0.00  0.1683 2.9456
20.51  0.00  0.1683 2.9456
20.51  0.00  0.1653 2.9426
20.51  0.00  0.1653 2.9426
20.51  0.00  0.1593 2.9456
20.51  0.00  0.1593 2.9456
20.51  0.00  0.1621 2.9425
20.51  0.00  0.1621 2.9425
20.51  0.00  0.1636 2.9458
20.51  0.00  0.1636 2.9458
20.51  0.00  0.1697 2.9487
20.51  0.00  0.1705 2.9457
20.51  0.00  0.1705 2.9457
20.51  0.00  0.1729 2.9423
20.51  0.00  0.1729 2.9423
20.51  0.00  0.1636 2.9458
20.51  0.00  0.1636 2.9458
20.51  0.00  0.163 2.9427
20.51  0.00  0.163 2.9427
20.51  0.00  0.1606 2.9495
20.51  0.00  0.1606 2.9495
20.51  0.00  0.1599 2.9437
20.51  0.00  0.1599 2.9437
20.51  0.00  0.1649 2.9449
20.51  0.00  0.1649 2.9449
20.51  0.00  0.165 2.9432
20.51  0.00  0.165 2.9432
20.51  0.00  0.1693 2.9462
20.51  0.00  0.1693 2.9462
20.51  0.00  0.1718 2.9427
20.51  0.00  0.1718 2.9427
20.51  0.00  0.1655 2.949
20.51  0.00  0.1655 2.949
20.51  0.00  0.1659 2.9427
20.51  0.00  0.1637 2.9443
20.51  0.00  0.1637 2.9443
20.51  0.00  0.1592 2.9429
20.51  0.00  0.1592 2.9429
20.51  0.00  0.1613 2.9492
20.51  0.00  0.1613 2.9492
20.51  0.00  0.1667 2.9421
20.51  0.00  0.1667 2.9421
20.51  0.00  0.1713 2.9459
20.51  0.00  0.1713 2.9459
20.51  0.00  0.1714 2.9429
20.51  0.00  0.1714 2.9429
20.51  0.00  0.1667 2.9453
20.51  0.00  0.1667 2.9453
20.51  0.00  0.161 2.9432
20.51  0.00  0.161 2.9432
20.51  0.00  0.1558 2.9479
20.51  0.00  0.1558 2.9479
20.51  0.00  0.1632 2.9425
20.51  0.00  0.168 2.9453
20.51  0.00  0.168 2.9453
20.51  0.00  0.1708 2.9425
20.51  0.00  0.1708 2.9425
20.45  0.00  0.1677 2.9464
Print progress: 13.043478260869565%
20.51  0.00  0.1677 2.9464
Print progress: 17.391304347826086%
20.32  0.00  0.1616 2.9481
Print progress: 19.565217391304348%
20.32  0.00  0.1616 2.9481
Print progress: 21.73913043478261%
20.48  0.00  0.16 2.9454
20.48  0.00  0.16 2.9454
20.48  0.00  0.161 2.9424
20.48  0.00  0.161 2.9424
20.48  0.00  0.1604 2.9459
20.48  0.00  0.1604 2.9459
20.48  0.00  0.1669 2.9425
20.48  0.00  0.1669 2.9425
20.48  0.00  0.1642 2.9459
20.48  0.00  0.1642 2.9459
20.48  0.00  0.168 2.9452
20.48  0.00  0.1671 2.9454
20.48  0.00  0.1671 2.9454
20.48  0.00  0.1652 2.943
20.48  0.00  0.1652 2.943
20.48  0.00  0.1619 2.9453
20.48  0.00  0.1619 2.9453
20.48  0.00  0.1627 2.9423
20.48  0.00  0.1627 2.9423
20.48  0.00  0.1586 2.9462
20.48  0.00  0.1586 2.9462
20.48  0.00  0.1641 2.9432
20.48  0.00  0.1641 2.9432
20.48  0.00  0.1659 2.9453
20.48  0.00  0.1659 2.9453
20.48  0.00  0.1703 2.9426
20.48  0.00  0.1703 2.9426
20.48  0.00  0.1683 2.9451
20.48  0.00  0.1638 2.9429
20.48  0.00  0.1638 2.9429
20.48  0.00  0.1573 2.9478
20.48  0.00  0.1573 2.9478
20.48  0.00  0.1583 2.9423
20.48  0.00  0.1583 2.9423
20.48  0.00  0.1628 2.9448
20.48  0.00  0.1628 2.9448
20.48  0.00  0.17 2.9426
20.48  0.00  0.17 2.9426
20.48  0.00  0.1683 2.9451
20.48  0.00  0.1683 2.9451
20.48  0.00  0.165 2.9447
20.48  0.00  0.165 2.9447
20.48  0.00  0.1575 2.9481
20.48  0.00  0.1575 2.9481
20.48  0.00  0.1571 2.9431
20.48  0.00  0.1591 2.9452
20.48  0.00  0.1591 2.9452
20.39  0.00  0.1628 2.9435
Print progress: 26.08695652173913%
20.42  0.00  0.1628 2.9435
20.42  0.00  0.1656 2.9463
20.42  0.00  0.1656 2.9463
20.42  0.00  0.1644 2.9449
20.42  0.00  0.1644 2.9449
20.42  0.00  0.1627 2.9457
20.42  0.00  0.1627 2.9457
20.42  0.00  0.1626 2.9423
20.42  0.00  0.1626 2.9423
20.42  0.00  0.1572 2.9449
20.42  0.00  0.1572 2.9449
20.42  0.00  0.1597 2.9427
20.42  0.00  0.1597 2.9427
20.42  0.00  0.1652 2.9449
20.42  0.00  0.1624 2.9473
20.42  0.00  0.1624 2.9473
20.42  0.00  0.1677 2.9449
20.42  0.00  0.1677 2.9449
20.42  0.00  0.1666 2.942
20.42  0.00  0.1666 2.942
20.42  0.00  0.161 2.9446
20.42  0.00  0.161 2.9446
20.42  0.00  0.1611 2.9426
20.42  0.00  0.1611 2.9426
20.42  0.00  0.1586 2.9464
20.42  0.00  0.1586 2.9464
20.42  0.00  0.1592 2.9431
20.42  0.00  0.1592 2.9431
20.42  0.00  0.1624 2.9454
20.42  0.00  0.1665 2.9429
20.42  0.00  0.1665 2.9429
20.42  0.00  0.1677 2.9448
20.42  0.00  0.1677 2.9448
20.42  0.00  0.1647 2.9427
20.42  0.00  0.1647 2.9427
20.42  0.00  0.1569 2.9504
20.42  0.00  0.1569 2.9504
20.42  0.00  0.1558 2.9432
20.42  0.00  0.1558 2.9432
20.42  0.00  0.1565 2.9457
20.42  0.00  0.1565 2.9457
20.42  0.00  0.165 2.9421
20.42  0.00  0.165 2.9421
20.42  0.00  0.165 2.9478
20.42  0.00  0.1674 2.9436
20.39  0.00  0.1674 2.9436
Print progress: 28.26086956521739%
20.39  0.00  0.1613 2.9457
Print progress: 32.608695652173914%
20.36  0.00  0.1613 2.9457
Print progress: 36.95652173913043%
20.36  0.00  0.1589 2.9436
20.36  0.00  0.1589 2.9436
20.36  0.00  0.1572 2.9454
20.36  0.00  0.1572 2.9454
20.36  0.00  0.1578 2.9447
20.36  0.00  0.1578 2.9447
20.36  0.00  0.157 2.9473
20.36  0.00  0.157 2.9473
20.36  0.00  0.167 2.943
20.36  0.00  0.1621 2.9457
20.36  0.00  0.1621 2.9457
20.36  0.00  0.1658 2.943
20.36  0.00  0.1658 2.943
20.36  0.00  0.1615 2.9454
20.36  0.00  0.1615 2.9454
20.36  0.00  0.1565 2.9485
20.36  0.00  0.1565 2.9485
20.36  0.00  0.1576 2.9453
20.36  0.00  0.1576 2.9453
20.36  0.00  0.1616 2.9429
20.36  0.00  0.1616 2.9429
20.36  0.00  0.16 2.9453
20.36  0.00  0.1658 2.943
20.36  0.00  0.1658 2.943
20.36  0.00  0.1654 2.9462
20.36  0.00  0.1654 2.9462
20.36  0.00  0.1654 2.9468
20.36  0.00  0.1654 2.9468
20.36  0.00  0.1619 2.9464
20.36  0.00  0.1619 2.9464
20.36  0.00  0.1562 2.9431
20.36  0.00  0.1562 2.9431
20.36  0.00  0.1534 2.947
20.36  0.00  0.1534 2.947
20.36  0.00  0.1555 2.9425
20.36  0.00  0.1597 2.9485
20.36  0.00  0.1597 2.9485
20.36  0.00  0.1646 2.9426
20.36  0.00  0.1646 2.9426
20.36  0.00  0.1672 2.9454
20.36  0.00  0.1672 2.9454
20.36  0.00  0.1627 2.9431
20.36  0.00  0.1627 2.9431
20.36  0.00  0.1594 2.9456
20.36  0.00  0.1594 2.9456
20.36  0.00  0.1594 2.9435
20.36  0.00  0.1594 2.9435
20.36  0.00  0.153 2.9485
20.36  0.00  0.1559 2.9432
20.36  0.00  0.1559 2.9432
20.36  0.00  0.1603 2.9453
20.36  0.00  0.1603 2.9453
20.36  0.00  0.1589 2.9424
20.36  0.00  0.1589 2.9424
20.36  0.00  0.1643 2.9458
20.36  0.00  0.1643 2.9458
20.36  0.00  0.1635 2.9445
20.36  0.00  0.1635 2.9445
20.36  0.00  0.1625 2.9482
20.36  0.00  0.1625 2.9482
20.36  0.00  0.1613 2.9434
20.36  0.00  0.153 2.9458
20.36  0.00  0.153 2.9458
20.36  0.00  0.1537 2.9426
20.36  0.00  0.1537 2.9426
20.36  0.00  0.1537 2.9453
20.36  0.00  0.1537 2.9453
20.36  0.00  0.1587 2.9497
20.36  0.00  0.1587 2.9497
20.36  0.00  0.1639 2.9463
20.36  0.00  0.1639 2.9463
20.36  0.00  0.1655 2.9432
20.45  0.00  0.1611 2.9468
20.48  0.00  0.1611 2.9468
Print progress: 41.30434782608695%
20.54  0.00  0.1583 2.9441
20.54  0.00  0.1583 2.9441
20.54  0.00  0.1562 2.9459
20.54  0.00  0.1562 2.9459
20.54  0.00  0.1542 2.9441
20.54  0.00  0.1542 2.9441
20.54  0.00  0.1538 2.9462
20.54  0.00  0.1538 2.9462
20.54  0.00  0.1625 2.9432
20.54  0.00  0.1591 2.9456
20.54  0.00  0.1591 2.9456
20.54  0.00  0.1643 2.9427
20.54  0.00  0.1643 2.9427
20.54  0.00  0.1608 2.9482
20.54  0.00  0.1608 2.9482
20.54  0.00  0.1558 2.9438
20.54  0.00  0.1558 2.9438
20.54  0.00  0.1556 2.9452
20.54  0.00  0.1556 2.9452
20.54  0.00  0.1589 2.9432
20.54  0.00  0.1571 2.9459
20.54  0.00  0.1571 2.9459
20.54  0.00  0.1642 2.943
20.54  0.00  0.1642 2.943
20.54  0.00  0.1608 2.9496
20.54  0.00  0.1608 2.9496
20.54  0.00  0.1625 2.9435
20.54  0.00  0.1625 2.9435
20.54  0.00  0.1594 2.9457
20.54  0.00  0.1594 2.9457
20.54  0.00  0.1521 2.9426
20.54  0.00  0.1512 2.9491
20.54  0.00  0.1512 2.9491
20.54  0.00  0.1565 2.9438
20.54  0.00  0.1565 2.9438
20.54  0.00  0.1613 2.9449
20.54  0.00  0.1613 2.9449
20.54  0.00  0.165 2.9445
20.54  0.00  0.165 2.9445
20.54  0.00  0.1604 2.9458
20.54  0.00  0.1604 2.9458
20.54  0.00  0.1553 2.9462
20.54  0.00  0.1505 2.9463
20.54  0.00  0.1505 2.9463
20.54  0.00  0.1531 2.9427
20.54  0.00  0.1531 2.9427
20.54  0.00  0.1592 2.9458
20.54  0.00  0.1592 2.9458
20.54  0.00  0.1625 2.9434
20.54  0.00  0.1625 2.9434
20.54  0.00  0.1636 2.9462
20.54  0.00  0.1636 2.9462
20.54  0.00  0.1566 2.9485
20.54  0.00  0.1533 2.9456
20.54  0.00  0.1533 2.9456
20.54  0.00  0.1544 2.9427
20.54  0.00  0.1544 2.9427
20.54  0.00  0.1532 2.9448
20.54  0.00  0.1532 2.9448
20.54  0.00  0.1573 2.9442
20.54  0.00  0.1573 2.9442
20.54  0.00  0.1636 2.9479
20.54  0.00  0.1636 2.9479
20.54  0.00  0.1584 2.9451
20.54  0.00  0.1614 2.946
20.54  0.00  0.1614 2.946
20.54  0.00  0.1577 2.9431
20.54  0.00  0.1577 2.9431
20.39  0.00  0.1537 2.9457
20.51  0.00  0.1537 2.9457
Print progress: 43.47826086956522%
20.45  0.00  0.1549 2.9452
Print progress: 47.82608695652174%
20.54  0.00  0.1549 2.9452
Print progress: 52.17391304347826%
20.60  0.00  0.1488 2.9479
20.60  0.00  0.1554 2.9434
20.60  0.00  0.1554 2.9434
20.60  0.00  0.1576 2.9462
20.60  0.00  0.1576 2.9462
20.60  0.00  0.1614 2.9441
20.60  0.00  0.1614 2.9441
20.60  0.00  0.1616 2.9464
20.60  0.00  0.1616 2.9464
20.60  0.00  0.1588 2.9435
20.60  0.00  0.1511 2.9476
20.60  0.00  0.1511 2.9476
20.60  0.00  0.1501 2.9426
20.60  0.00  0.1501 2.9426
20.60  0.00  0.1505 2.9473
20.60  0.00  0.1505 2.9473
20.60  0.00  0.1586 2.9437
20.60  0.00  0.1586 2.9437
20.60  0.00  0.1597 2.9467
20.60  0.00  0.1597 2.9467
20.60  0.00  0.1628 2.9471
20.60  0.00  0.1555 2.9485
20.60  0.00  0.1555 2.9485
20.60  0.00  0.157 2.943
20.60  0.00  0.157 2.943
20.60  0.00  0.1547 2.947
20.60  0.00  0.1547 2.947
20.60  0.00  0.1519 2.9436
20.60  0.00  0.1519 2.9436
20.60  0.00  0.1526 2.9489
20.60  0.00  0.1552 2.9493
20.60  0.00  0.1552 2.9493
20.60  0.00  0.1553 2.9462
20.60  0.00  0.1553 2.9462
20.60  0.00  0.1605 2.944
20.60  0.00  0.1605 2.944
20.60  0.00  0.1595 2.9465
20.60  0.00  0.1595 2.9465
20.60  0.00  0.1614 2.9435
20.60  0.00  0.1614 2.9435
20.60  0.00  0.1578 2.9476
20.60  0.00  0.1499 2.9443
20.60  0.00  0.1499 2.9443
20.60  0.00  0.1479 2.9457
20.60  0.00  0.1479 2.9457
20.29  0.00  0.1492 2.9442
20.39  0.00  0.1492 2.9442
Print progress: 56.52173913043478%
20.51  0.00  0.1555 2.9487
20.51  0.00  0.1555 2.9487
20.51  0.00  0.1614 2.9437
20.51  0.00  0.1624 2.9481
20.51  0.00  0.1624 2.9481
20.51  0.00  0.1573 2.9451
20.51  0.00  0.1573 2.9451
20.51  0.00  0.1547 2.9469
20.51  0.00  0.1547 2.9469
20.51  0.00  0.1548 2.9449
20.51  0.00  0.1548 2.9449
20.51  0.00  0.1495 2.9469
20.51  0.00  0.1523 2.9438
20.51  0.00  0.1523 2.9438
20.51  0.00  0.1548 2.9489
20.51  0.00  0.1548 2.9489
20.51  0.00  0.1541 2.9456
20.51  0.00  0.1541 2.9456
20.51  0.00  0.1586 2.9478
20.51  0.00  0.1594 2.9453
20.51  0.00  0.1594 2.9453
20.51  0.00  0.1566 2.9475
20.51  0.00  0.1566 2.9475
20.51  0.00  0.1559 2.9448
20.51  0.00  0.1559 2.9448
20.51  0.00  0.147 2.9467
20.51  0.00  0.147 2.9467
20.51  0.00  0.1495 2.9446
20.51  0.00  0.1492 2.9467
20.51  0.00  0.1492 2.9467
20.51  0.00  0.1548 2.9465
20.51  0.00  0.1548 2.9465
20.51  0.00  0.1592 2.9476
20.51  0.00  0.1592 2.9476
20.51  0.00  0.1597 2.9453
20.51  0.00  0.1597 2.9453
20.51  0.00  0.1565 2.947
20.51  0.00  0.1515 2.9438
20.51  0.00  0.1515 2.9438
20.51  0.00  0.1493 2.9462
20.51  0.00  0.1493 2.9462
20.51  0.00  0.1472 2.9486
20.45  0.00  0.1472 2.9486
20.32  0.00  0.1484 2.9474
Print progress: 60.86956521739131%
20.32  0.00  0.1484 2.9474
Print progress: 65.21739130434783%
20.45  0.00  0.1587 2.9451
Print progress: 67.3913043478261%
20.51  0.00  0.1573 2.9463
20.51  0.00  0.1573 2.9463
20.51  0.00  0.1591 2.9464
20.51  0.00  0.1591 2.9464
20.51  0.00  0.1566 2.9489
20.51  0.00  0.1566 2.9489
20.51  0.00  0.1509 2.9453
20.51  0.00  0.1509 2.9453
20.51  0.00  0.1505 2.9454
20.51  0.00  0.1533 2.9436
20.51  0.00  0.1533 2.9436
20.51  0.00  0.1484 2.9459
20.51  0.00  0.1484 2.9459
20.51  0.00  0.1559 2.9445
20.51  0.00  0.1559 2.9445
20.51  0.00  0.1581 2.9497
20.51  0.00  0.1628 2.9437
20.51  0.00  0.1628 2.9437
20.51  0.00  0.1587 2.949
20.51  0.00  0.1587 2.949
20.51  0.00  0.1515 2.9435
20.51  0.00  0.1515 2.9435
20.51  0.00  0.1494 2.9467
20.51  0.00  0.1494 2.9467
20.51  0.00  0.1487 2.9452
20.51  0.00  0.1526 2.9501
20.51  0.00  0.1526 2.9501
20.51  0.00  0.1571 2.9429
20.51  0.00  0.1571 2.9429
20.51  0.00  0.1593 2.9465
20.51  0.00  0.1593 2.9465
20.51  0.00  0.1573 2.9447
20.51  0.00  0.1549 2.9459
20.51  0.00  0.1549 2.9459
20.51  0.00  0.153 2.9481
20.51  0.00  0.153 2.9481
20.51  0.00  0.1475 2.9465
20.51  0.00  0.1475 2.9465
20.51  0.00  0.1473 2.9435
20.51  0.00  0.1473 2.9435
20.51  0.00  0.1556 2.9464
20.51  0.00  0.1541 2.9441
20.51  0.00  0.1541 2.9441
20.51  0.00  0.1584 2.9463
20.51  0.00  0.1584 2.9463
20.51  0.00  0.1561 2.9487
20.51  0.00  0.1561 2.9487
20.51  0.00  0.1537 2.9468
20.51  0.00  0.155 2.9443
20.51  0.00  0.155 2.9443
20.51  0.00  0.1497 2.9457
20.51  0.00  0.1497 2.9457
20.51  0.00  0.1489 2.9443
20.51  0.00  0.1489 2.9443
20.51  0.00  0.149 2.9495
20.51  0.00  0.1525 2.9454
20.51  0.00  0.1525 2.9454
20.51  0.00  0.157 2.9498
20.51  0.00  0.157 2.9498
20.51  0.00  0.1593 2.9446
20.51  0.00  0.1593 2.9446
20.51  0.00  0.1523 2.9497
20.51  0.00  0.1523 2.9497
20.51  0.00  0.1475 2.9467
20.51  0.00  0.1418 2.95
20.51  0.00  0.1418 2.95
20.51  0.00  0.1509 2.9435
20.51  0.00  0.1509 2.9435
20.60  0.00  0.1548 2.947
20.57  0.00  0.1548 2.947
Print progress: 71.73913043478261%
20.60  0.00  0.1586 2.9463
20.60  0.00  0.1536 2.9495
20.60  0.00  0.1536 2.9495
20.60  0.00  0.1528 2.9438
20.60  0.00  0.1528 2.9438
20.60  0.00  0.1489 2.9513
20.60  0.00  0.1489 2.9513
20.60  0.00  0.1484 2.9445
20.60  0.00  0.1484 2.9445
20.60  0.00  0.1483 2.9469
20.60  0.00  0.1567 2.9451
20.60  0.00  0.1567 2.9451
20.60  0.00  0.1506 2.9512
20.60  0.00  0.1506 2.9512
20.60  0.00  0.1561 2.9482
20.60  0.00  0.1561 2.9482
20.60  0.00  0.155 2.9497
20.60  0.00  0.155 2.9497
20.60  0.00  0.1514 2.9452
20.60  0.00  0.1515 2.946
20.60  0.00  0.1515 2.946
20.60  0.00  0.149 2.9465
20.60  0.00  0.149 2.9465
20.60  0.00  0.1464 2.9496
20.60  0.00  0.1464 2.9496
20.60  0.00  0.1509 2.9441
20.60  0.00  0.1548 2.9467
20.60  0.00  0.1548 2.9467
20.60  0.00  0.1599 2.9447
20.60  0.00  0.1599 2.9447
20.60  0.00  0.1555 2.9495
20.60  0.00  0.1555 2.9495
20.60  0.00  0.1487 2.9486
20.60  0.00  0.1487 2.9486
20.60  0.00  0.1427 2.9482
20.60  0.00  0.1439 2.9463
20.60  0.00  0.1439 2.9463
20.60  0.00  0.1476 2.9496
20.60  0.00  0.1476 2.9496
20.60  0.00  0.1521 2.946
20.60  0.00  0.1521 2.946
20.60  0.00  0.1552 2.9517
20.60  0.00  0.1552 2.9517
20.60  0.00  0.153 2.9464
20.60  0.00  0.1509 2.9493
20.60  0.00  0.1509 2.9493
20.60  0.00  0.1499 2.9471
20.60  0.00  0.1499 2.9471
20.60  0.00  0.1431 2.9493
20.60  0.00  0.1431 2.9493
20.60  0.00  0.1458 2.9435
20.60  0.00  0.1459 2.9504
20.60  0.00  0.1459 2.9504
20.60  0.00  0.1543 2.9438
20.60  0.00  0.1543 2.9438
20.60  0.00  0.1591 2.9485
20.60  0.00  0.1591 2.9485
20.60  0.00  0.1588 2.9438
20.60  0.00  0.1578 2.9471
20.60  0.00  0.1578 2.9471
