----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-02-21 16:18:09.035753

Actual Temperature / SetPoint / V1 / V2
0 0 0.1145 4.3413
20.29  0.00  0.1339 4.3561
20.32  0.00  0.1342 4.3533
20.26  0.00  0.1342 4.3533
20.23  0.00  0.1305 4.3556
20.39  0.00  0.1305 4.3556
20.29  0.00  0.1256 4.3596
20.32  0.00  0.1224 4.3577
20.51  0.00  0.1224 4.3577
20.36  0.00  0.1239 4.3636
20.23  0.00  0.1239 4.3636
20.26  0.00  0.1244 4.3461
20.39  0.00  0.1244 4.3461
20.26  0.00  0.1254 4.3561
20.32  0.00  0.1313 4.3507
20.23  0.00  0.1313 4.3507
20.29  0.00  0.1277 4.3746
20.14  0.00  0.1277 4.3746
20.26  0.00  0.1328 4.3529
20.20  0.00  0.1328 4.3529
20.20  0.00  0.1335 4.3542
20.23  0.00  0.1389 4.354
20.23  0.00  0.1389 4.354
20.29  0.00  0.136 4.359
20.26  0.00  0.136 4.359
20.08  0.00  0.1317 4.3564
20.14  0.00  0.1317 4.3564
20.26  0.00  0.1272 4.3633
20.26  0.00  0.1274 4.3499
20.14  0.00  0.1274 4.3499
20.29  0.00  0.1224 4.3608
20.20  0.00  0.1224 4.3608
20.11  0.00  0.1227 4.36
20.17  0.00  0.1227 4.36
20.20  0.00  0.1278 4.3564
20.14  0.00  0.1245 4.3557
20.42  0.00  0.1245 4.3557
20.29  0.00  0.1282 4.361
20.32  0.00  0.1282 4.361
20.29  0.00  0.1311 4.3563
20.26  0.00  0.1376 4.358
20.20  0.00  0.1376 4.358
20.14  0.00  0.1379 4.3555
20.39  0.00  0.1379 4.3555
20.26  0.00  0.1375 4.3569
20.20  0.00  0.1375 4.3569
20.26  0.00  0.132 4.3616
20.45  0.00  0.1331 4.3597
20.32  0.00  0.1331 4.3597
20.32  0.00  0.1305 4.3478
20.45  0.00  0.1305 4.3478
20.26  0.00  0.1251 4.3557
20.26  0.00  0.1251 4.3557
20.32  0.00  0.1277 4.3531
20.29  0.00  0.1207 4.3575
20.20  0.00  0.1207 4.3575
20.51  0.00  0.1245 4.349
20.42  0.00  0.1245 4.349
20.26  0.00  0.1232 4.3641
20.23  0.00  0.1232 4.3641
20.36  0.00  0.1292 4.3536
20.45  0.00  0.1328 4.3563
20.45  0.00  0.1328 4.3563
20.45  0.00  0.1338 4.3518
20.45  0.00  0.1338 4.3518
20.23  0.00  0.1333 4.3561
20.39  0.00  0.1353 4.3535
20.39  0.00  0.1353 4.3535
20.36  0.00  0.1345 4.3568
20.32  0.00  0.1345 4.3568
20.17  0.00  0.1331 4.3561
20.23  0.00  0.1331 4.3561
20.45  0.00  0.1318 4.3517
20.29  0.00  0.1295 4.3567
20.29  0.00  0.1295 4.3567
20.26  0.00  0.1234 4.3558
20.29  0.00  0.1234 4.3558
20.20  0.00  0.1211 4.3595
20.36  0.00  0.1211 4.3595
20.29  0.00  0.1227 4.3572
20.17  0.00  0.1295 4.3527
20.32  0.00  0.1295 4.3527
20.23  0.00  0.1299 4.3585
20.23  0.00  0.1299 4.3585
20.26  0.00  0.1382 4.3535
20.17  0.00  0.1382 4.3535
20.26  0.00  0.1326 4.3579
20.42  0.00  0.1362 4.3677
20.39  0.00  0.1362 4.3677
20.39  0.00  0.1323 4.3584
20.23  0.00  0.1323 4.3584
20.17  0.00  0.1321 4.3508
20.23  0.00  0.1301 4.3542
20.42  0.00  0.1301 4.3542
20.23  0.00  0.1228 4.3519
20.29  0.00  0.1228 4.3519
20.26  0.00  0.12 4.3677
20.32  0.00  0.12 4.3677
20.36  0.00  0.1218 4.3552
20.20  0.00  0.1268 4.3621
20.45  0.00  0.1268 4.3621
20.26  0.00  0.1304 4.3579
20.17  0.00  0.1304 4.3579
20.36  0.00  0.1324 4.3594
20.29  0.00  0.1324 4.3594
20.26  0.00  0.1328 4.3444
20.23  0.00  0.1349 4.3556
20.08  0.00  0.1349 4.3556
20.26  0.00  0.1366 4.364
20.32  0.00  0.1366 4.364
20.36  0.00  0.1332 4.3552
20.39  0.00  0.1339 4.3505
20.20  0.00  0.1339 4.3505
20.54  0.00  0.1271 4.3562
20.39  0.00  0.1271 4.3562
20.32  0.00  0.1237 4.356
20.26  0.00  0.1237 4.356
20.17  0.00  0.1215 4.3497
20.32  0.00  0.1261 4.3593
20.29  0.00  0.1261 4.3593
20.32  0.00  0.1284 4.3607
20.32  0.00  0.1284 4.3607
20.48  0.00  0.1306 4.3582
20.36  0.00  0.136 4.3612
20.36  0.00  0.136 4.3612
20.23  0.00  0.1338 4.3628
20.32  0.00  0.1338 4.3628
20.39  0.00  0.1364 4.3628
20.36  0.00  0.1364 4.3628
20.29  0.00  0.134 4.3546
20.36  0.00  0.1322 4.3538
20.54  0.00  0.1322 4.3538
20.39  0.00  0.1284 4.3771
20.48  0.00  0.1284 4.3771
20.54  0.00  0.1237 4.3564
20.63  0.00  0.1237 4.3564
20.51  0.00  0.1226 4.3555
20.54  0.00  0.1233 4.36
20.48  0.00  0.1233 4.36
20.42  0.00  0.1304 4.3524
20.63  0.00  0.1304 4.3524
20.48  0.00  0.1279 4.363
20.48  0.00  0.1279 4.363
20.36  0.00  0.1328 4.3569
20.57  0.00  0.1328 4.3578
20.42  0.00  0.1328 4.3578
20.39  0.00  0.1357 4.3669
20.36  0.00  0.1357 4.3669
20.63  0.00  0.1343 4.3657
20.60  0.00  0.1343 4.3657
20.36  0.00  0.1322 4.3412
20.51  0.00  0.1295 4.3589
20.42  0.00  0.1295 4.3589
20.32  0.00  0.1276 4.3556
20.29  0.00  0.1276 4.3556
20.36  0.00  0.1227 4.3627
20.39  0.00  0.1212 4.3518
20.36  0.00  0.1212 4.3518
20.36  0.00  0.1266 4.3528
20.42  0.00  0.1266 4.3528
20.17  0.00  0.1338 4.3579
20.36  0.00  0.1338 4.3579
20.36  0.00  0.1328 4.3556
20.51  0.00  0.1394 4.3457
20.32  0.00  0.1394 4.3457
20.60  0.00  0.1332 4.347
20.29  0.00  0.1332 4.347
20.45  0.00  0.1349 4.3583
20.39  0.00  0.1349 4.3583
20.42  0.00  0.1307 4.3625
20.32  0.00  0.1267 4.3472
20.42  0.00  0.1267 4.3472
20.39  0.00  0.1256 4.3488
20.36  0.00  0.1256 4.3488
20.48  0.00  0.1223 4.3555
20.45  0.00  0.1248 4.3623
20.42  0.00  0.1248 4.3623
20.48  0.00  0.1281 4.3633
20.42  0.00  0.1281 4.3633
20.51  0.00  0.1342 4.3508
20.54  0.00  0.1342 4.3508
20.63  0.00  0.1364 4.3667
20.42  0.00  0.1365 4.36
20.39  0.00  0.1365 4.36
20.48  0.00  0.1328 4.3639
20.42  0.00  0.1328 4.3639
20.45  0.00  0.1287 4.3534
20.45  0.00  0.1287 4.3534
20.45  0.00  0.1289 4.3546
20.45  0.00  0.1228 4.3716
20.51  0.00  0.1228 4.3716
20.60  0.00  0.1245 4.3612
20.48  0.00  0.1245 4.3612
20.42  0.00  0.1282 4.3572
20.63  0.00  0.1282 4.3572
20.36  0.00  0.1263 4.3625
20.51  0.00  0.1302 4.3521
20.48  0.00  0.1302 4.3521
20.51  0.00  0.1344 4.3569
20.57  0.00  0.1344 4.3569
20.54  0.00  0.137 4.3719
20.69  0.00  0.137 4.3719
20.54  0.00  0.1367 4.3583
20.57  0.00  0.1334 4.3505
20.48  0.00  0.1334 4.3505
20.57  0.00  0.1309 4.3536
20.54  0.00  0.1309 4.3536
20.57  0.00  0.1268 4.3621
20.60  0.00  0.126 4.3563
20.48  0.00  0.126 4.3563
20.54  0.00  0.1226 4.3622
20.45  0.00  0.1226 4.3622
20.60  0.00  0.1266 4.3529
20.54  0.00  0.1266 4.3529
20.57  0.00  0.1215 4.3527
20.66  0.00  0.1282 4.354
20.78  0.00  0.1282 4.354
20.60  0.00  0.1284 4.3528
20.57  0.00  0.1284 4.3528
20.54  0.00  0.1346 4.3511
20.69  0.00  0.1346 4.3511
20.51  0.00  0.1373 4.3668
20.45  0.00  0.1357 4.3624
20.45  0.00  0.1357 4.3624
20.51  0.00  0.129 4.3545
20.45  0.00  0.129 4.3545
20.51  0.00  0.1278 4.3654
20.63  0.00  0.1278 4.3654
20.57  0.00  0.1254 4.355
20.57  0.00  0.1238 4.3533
20.51  0.00  0.1238 4.3533
20.51  0.00  0.1241 4.3669
20.54  0.00  0.1241 4.3669
20.66  0.00  0.1283 4.3594
20.63  0.00  0.1259 4.3652
20.60  0.00  0.1259 4.3652
20.45  0.00  0.1288 4.3765
20.66  0.00  0.1288 4.3765
20.48  0.00  0.1311 4.36
---------------------------------
-         PROCESS ENDED         -
---------------------------------
2024-02-21 17:24:32.486410
----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-02-21 17:26:19.106403

Actual Temperature / SetPoint / V1 / V2
0 0 0.0 0.0
20.63  0.00  0.1213 4.3628
20.39  0.00  0.1202 4.3665
20.48  0.00  0.1202 4.3665
20.45  0.00  0.1202 4.3665
20.60  0.00  0.1328 4.3615
20.42  0.00  0.1328 4.3615
20.54  0.00  0.1271 4.3597
20.69  0.00  0.1271 4.3597
20.69  0.00  0.1344 4.3485
20.69  0.00  0.1344 4.3485
20.87  0.00  0.137 4.3641
20.60  0.00  0.137 4.3641
20.66  0.00  0.1373 4.3583
20.57  0.00  0.1373 4.3583
20.69  0.00  0.1337 4.355
Print progress: 4.3478260869565215%
20.66  0.00  0.1241 4.3789
Print progress: 6.521739130434782%
20.66  0.00  0.1167 4.4028
20.66  0.00  0.1132 4.3904
20.66  0.00  0.1156 4.3704
20.66  0.00  0.124 4.3567
20.66  0.00  0.1228 4.3582
20.66  0.00  0.1228 4.3582
20.66  0.00  0.1262 4.3502
20.66  0.00  0.1262 4.3502
20.66  0.00  0.129 4.3606
20.66  0.00  0.129 4.3606
20.66  0.00  0.1349 4.3573
20.66  0.00  0.1354 4.356
20.66  0.00  0.1354 4.356
20.66  0.00  0.1372 4.3624
20.66  0.00  0.1372 4.3624
20.66  0.00  0.1293 4.3584
20.66  0.00  0.1293 4.3584
20.66  0.00  0.1285 4.3564
20.66  0.00  0.1285 4.3564
20.66  0.00  0.1259 4.3595
20.66  0.00  0.1259 4.3595
20.66  0.00  0.1221 4.3562
20.66  0.00  0.1221 4.3562
20.66  0.00  0.1241 4.36
20.66  0.00  0.1241 4.36
20.66  0.00  0.1213 4.3473
20.66  0.00  0.1213 4.3473
20.66  0.00  0.1276 4.3566
20.66  0.00  0.1276 4.3566
20.66  0.00  0.1309 4.3616
20.66  0.00  0.1309 4.3616
20.66  0.00  0.1339 4.3575
20.66  0.00  0.1339 4.3575
20.66  0.00  0.1388 4.3555
20.66  0.00  0.1388 4.3555
20.66  0.00  0.1357 4.3574
20.66  0.00  0.1322 4.3535
20.66  0.00  0.1322 4.3535
20.66  0.00  0.1262 4.3533
20.66  0.00  0.1262 4.3533
20.66  0.00  0.1276 4.3535
20.66  0.00  0.1276 4.3535
20.66  0.00  0.1228 4.3583
20.66  0.00  0.1228 4.3583
20.66  0.00  0.124 4.3547
20.66  0.00  0.124 4.3547
20.66  0.00  0.1268 4.3665
20.66  0.00  0.1268 4.3665
20.66  0.00  0.1254 4.356
20.66  0.00  0.1254 4.356
20.66  0.00  0.1287 4.3606
20.66  0.00  0.1287 4.3606
20.66  0.00  0.1324 4.3553
20.66  0.00  0.1324 4.3553
20.66  0.00  0.1359 4.3624
20.66  0.00  0.1359 4.3624
20.66  0.00  0.1377 4.3522
20.66  0.00  0.1367 4.3666
20.66  0.00  0.1367 4.3666
20.66  0.00  0.1312 4.3558
20.66  0.00  0.1312 4.3558
20.66  0.00  0.1288 4.3669
20.66  0.00  0.1288 4.3669
20.66  0.00  0.127 4.3571
20.66  0.00  0.127 4.3571
20.66  0.00  0.123 4.3612
20.66  0.00  0.123 4.3612
20.66  0.00  0.1268 4.3595
20.66  0.00  0.1268 4.3595
20.66  0.00  0.1216 4.3615
20.66  0.00  0.1216 4.3615
20.66  0.00  0.1277 4.3597
20.66  0.00  0.1277 4.3597
20.36  0.00  0.1289 4.3597
20.45  0.00  0.1289 4.3597
Print progress: 10.869565217391305%
20.39  0.00  0.1329 4.3708
20.39  0.00  0.1368 4.3519
20.39  0.00  0.1368 4.3519
20.39  0.00  0.1372 4.3444
20.39  0.00  0.1372 4.3444
20.39  0.00  0.1315 4.358
20.39  0.00  0.1315 4.358
20.39  0.00  0.1289 4.3541
20.39  0.00  0.1289 4.3541
20.39  0.00  0.1313 4.3599
20.39  0.00  0.1313 4.3599
20.39  0.00  0.1274 4.3496
20.39  0.00  0.1274 4.3496
20.39  0.00  0.1261 4.36
20.39  0.00  0.1261 4.36
20.39  0.00  0.1273 4.3507
20.39  0.00  0.1273 4.3507
20.39  0.00  0.1237 4.3643
20.39  0.00  0.1237 4.3643
20.39  0.00  0.1244 4.3492
20.39  0.00  0.1288 4.3568
20.39  0.00  0.1288 4.3568
20.39  0.00  0.1364 4.3607
20.39  0.00  0.1364 4.3607
20.39  0.00  0.1359 4.3638
20.39  0.00  0.1359 4.3638
20.39  0.00  0.1398 4.3507
20.39  0.00  0.1398 4.3507
20.39  0.00  0.1302 4.3538
20.39  0.00  0.1302 4.3538
20.39  0.00  0.1328 4.3574
20.39  0.00  0.1328 4.3574
20.39  0.00  0.1285 4.3584
20.39  0.00  0.1285 4.3584
20.39  0.00  0.1259 4.3464
20.39  0.00  0.1259 4.3464
20.39  0.00  0.1271 4.3569
20.39  0.00  0.1271 4.3569
20.39  0.00  0.1216 4.3611
20.39  0.00  0.1232 4.3663
20.39  0.00  0.1232 4.3663
20.39  0.00  0.1266 4.3584
20.39  0.00  0.1266 4.3584
20.39  0.00  0.1329 4.3577
20.39  0.00  0.1329 4.3577
20.39  0.00  0.1362 4.3551
20.39  0.00  0.1362 4.3551
20.39  0.00  0.1384 4.3542
20.39  0.00  0.1384 4.3542
20.39  0.00  0.1348 4.3561
20.39  0.00  0.1348 4.3561
20.39  0.00  0.1349 4.3608
20.39  0.00  0.1349 4.3608
20.39  0.00  0.1343 4.3461
20.39  0.00  0.1343 4.3461
20.39  0.00  0.1285 4.3538
20.39  0.00  0.1296 4.3533
20.39  0.00  0.1296 4.3533
20.39  0.00  0.1263 4.3582
20.39  0.00  0.1263 4.3582
20.39  0.00  0.1227 4.3641
20.39  0.00  0.1227 4.3641
20.39  0.00  0.1246 4.36
20.39  0.00  0.1246 4.36
20.39  0.00  0.1301 4.3464
20.39  0.00  0.1301 4.3464
20.39  0.00  0.137 4.3608
20.39  0.00  0.137 4.3608
20.39  0.00  0.1376 4.358
20.39  0.00  0.1376 4.358
20.39  0.00  0.1357 4.3588
20.26  0.00  0.1357 4.3588
20.39  0.00  0.1343 4.3562
Print progress: 15.217391304347828%
20.45  0.00  0.1333 4.3707
Print progress: 17.391304347826086%
20.29  0.00  0.1333 4.3707
Print progress: 21.73913043478261%
20.36  0.00  0.1315 4.3461
20.36  0.00  0.1315 4.3461
20.36  0.00  0.1257 4.3477
20.36  0.00  0.1257 4.3477
20.36  0.00  0.1262 4.3595
20.36  0.00  0.1262 4.3595
20.36  0.00  0.1206 4.3643
20.36  0.00  0.1206 4.3643
20.36  0.00  0.1283 4.3623
20.36  0.00  0.1283 4.3623
20.36  0.00  0.1276 4.3566
20.36  0.00  0.1276 4.3566
20.36  0.00  0.1338 4.3551
20.36  0.00  0.1338 4.3551
20.36  0.00  0.1366 4.3599
20.36  0.00  0.1353 4.3508
20.36  0.00  0.1353 4.3508
20.36  0.00  0.1276 4.3669
20.36  0.00  0.1276 4.3669
20.36  0.00  0.1232 4.3442
20.36  0.00  0.1232 4.3442
20.36  0.00  0.1232 4.3727
20.36  0.00  0.1232 4.3727
20.36  0.00  0.1237 4.3545
20.36  0.00  0.1237 4.3545
20.36  0.00  0.1251 4.3683
20.36  0.00  0.1251 4.3683
20.36  0.00  0.1327 4.3501
20.36  0.00  0.1327 4.3501
20.36  0.00  0.1294 4.3569
20.36  0.00  0.1294 4.3569
20.36  0.00  0.1361 4.3478
20.36  0.00  0.1335 4.3571
20.36  0.00  0.1335 4.3571
20.36  0.00  0.1335 4.3492
20.36  0.00  0.1335 4.3492
20.36  0.00  0.1309 4.3572
20.36  0.00  0.1309 4.3572
20.36  0.00  0.124 4.3577
20.36  0.00  0.124 4.3577
20.36  0.00  0.1207 4.3597
20.36  0.00  0.1207 4.3597
20.36  0.00  0.1206 4.3481
20.36  0.00  0.1206 4.3481
20.36  0.00  0.1259 4.3604
20.36  0.00  0.1259 4.3604
20.36  0.00  0.1292 4.3529
20.23  0.00  0.1333 4.3608
Print progress: 26.08695652173913%
20.42  0.00  0.1333 4.3608
20.42  0.00  0.1311 4.3623
20.42  0.00  0.1311 4.3623
20.42  0.00  0.134 4.3601
20.42  0.00  0.134 4.3601
20.42  0.00  0.1345 4.3572
20.42  0.00  0.1345 4.3572
20.42  0.00  0.1281 4.3644
20.42  0.00  0.1281 4.3644
20.42  0.00  0.1282 4.3486
20.42  0.00  0.1282 4.3486
20.42  0.00  0.1256 4.3639
20.42  0.00  0.1221 4.3495
20.42  0.00  0.1221 4.3495
20.42  0.00  0.1252 4.3505
20.42  0.00  0.1252 4.3505
20.42  0.00  0.1298 4.3558
20.42  0.00  0.1298 4.3558
20.42  0.00  0.1353 4.3721
20.42  0.00  0.1353 4.3721
20.42  0.00  0.136 4.3563
20.42  0.00  0.136 4.3563
20.42  0.00  0.1366 4.3564
20.42  0.00  0.1296 4.3517
20.42  0.00  0.1296 4.3517
20.42  0.00  0.1282 4.3524
20.42  0.00  0.1282 4.3524
20.42  0.00  0.1263 4.3513
20.42  0.00  0.1263 4.3513
20.42  0.00  0.1207 4.3615
20.42  0.00  0.1207 4.3615
20.42  0.00  0.1271 4.345
20.42  0.00  0.1271 4.345
20.42  0.00  0.1217 4.374
20.42  0.00  0.1217 4.374
20.42  0.00  0.1312 4.3578
20.42  0.00  0.1298 4.3658
20.42  0.00  0.1298 4.3658
20.42  0.00  0.1354 4.3605
20.42  0.00  0.1354 4.3605
20.42  0.00  0.1372 4.366
20.42  0.00  0.1372 4.366
20.42  0.00  0.1354 4.3531
20.42  0.00  0.1354 4.3531
20.05  0.00  0.1309 4.3595
20.32  0.00  0.1309 4.3595
Print progress: 30.434782608695656%
20.14  0.00  0.1233 4.3624
Print progress: 32.608695652173914%
20.17  0.00  0.1233 4.3624
Print progress: 36.95652173913043%
20.26  0.00  0.1244 4.36
20.26  0.00  0.1216 4.3599
20.26  0.00  0.1216 4.3599
20.26  0.00  0.1227 4.3586
20.26  0.00  0.1227 4.3586
20.26  0.00  0.1287 4.3601
20.26  0.00  0.1287 4.3601
20.26  0.00  0.1259 4.3601
20.26  0.00  0.1259 4.3601
20.26  0.00  0.1326 4.3551
20.26  0.00  0.1326 4.3551
20.26  0.00  0.1323 4.3624
20.26  0.00  0.1364 4.3605
20.26  0.00  0.1364 4.3605
20.26  0.00  0.1356 4.3604
20.26  0.00  0.1356 4.3604
20.26  0.00  0.1309 4.3577
20.26  0.00  0.1309 4.3577
20.26  0.00  0.1235 4.3645
20.26  0.00  0.1235 4.3645
20.26  0.00  0.1216 4.3544
20.26  0.00  0.1216 4.3544
20.26  0.00  0.1222 4.3644
20.26  0.00  0.1222 4.3644
20.26  0.00  0.1234 4.3539
20.26  0.00  0.1268 4.3666
20.26  0.00  0.1268 4.3666
20.26  0.00  0.1279 4.3571
20.26  0.00  0.1279 4.3571
20.26  0.00  0.1332 4.3638
20.26  0.00  0.1332 4.3638
20.26  0.00  0.1353 4.3572
20.26  0.00  0.1353 4.3572
20.26  0.00  0.1322 4.3843
20.26  0.00  0.1322 4.3843
20.26  0.00  0.1362 4.3522
20.26  0.00  0.1302 4.366
20.26  0.00  0.1302 4.366
20.26  0.00  0.1255 4.3496
20.26  0.00  0.1255 4.3496
20.26  0.00  0.12 4.3593
20.26  0.00  0.12 4.3593
20.26  0.00  0.1224 4.354
20.26  0.00  0.1224 4.354
20.26  0.00  0.1263 4.3617
20.26  0.00  0.1263 4.3617
20.26  0.00  0.1298 4.3763
20.26  0.00  0.1367 4.3666
20.26  0.00  0.1367 4.3666
20.26  0.00  0.1332 4.3539
20.26  0.00  0.1332 4.3539
20.26  0.00  0.1356 4.3712
20.26  0.00  0.1356 4.3712
20.26  0.00  0.1311 4.361
20.26  0.00  0.1311 4.361
20.26  0.00  0.1288 4.3672
20.26  0.00  0.1288 4.3672
20.26  0.00  0.1287 4.3658
20.26  0.00  0.1195 4.3625
20.26  0.00  0.1195 4.3625
20.26  0.00  0.1223 4.3655
20.26  0.00  0.1223 4.3655
20.26  0.00  0.1241 4.365
20.26  0.00  0.1241 4.365
20.26  0.00  0.1282 4.3503
20.26  0.00  0.1282 4.3503
20.26  0.00  0.1342 4.3572
20.26  0.00  0.1342 4.3572
20.26  0.00  0.1356 4.3641
20.26  0.00  0.1323 4.3619
19.87  0.00  0.1323 4.3619
20.29  0.00  0.1326 4.3668
Print progress: 41.30434782608695%
20.29  0.00  0.1326 4.3668
20.29  0.00  0.13 4.3739
20.29  0.00  0.13 4.3739
20.29  0.00  0.1271 4.3561
20.29  0.00  0.1271 4.3561
20.29  0.00  0.1263 4.358
20.29  0.00  0.1263 4.358
20.29  0.00  0.127 4.3597
20.29  0.00  0.1207 4.3634
20.29  0.00  0.1207 4.3634
20.29  0.00  0.125 4.353
20.29  0.00  0.125 4.353
20.29  0.00  0.1267 4.37
20.29  0.00  0.1267 4.37
20.29  0.00  0.1346 4.3505
20.29  0.00  0.1346 4.3505
20.29  0.00  0.135 4.3584
20.29  0.00  0.1373 4.3578
20.29  0.00  0.1373 4.3578
20.29  0.00  0.1301 4.3612
20.29  0.00  0.1301 4.3612
20.29  0.00  0.1301 4.3593
20.29  0.00  0.1301 4.3593
20.29  0.00  0.1261 4.3652
20.29  0.00  0.1261 4.3652
20.29  0.00  0.1233 4.3477
20.29  0.00  0.1233 4.3477
20.29  0.00  0.1244 4.3602
20.29  0.00  0.1182 4.3636
20.29  0.00  0.1182 4.3636
20.29  0.00  0.1244 4.3643
20.29  0.00  0.1244 4.3643
20.29  0.00  0.1285 4.3546
20.29  0.00  0.1285 4.3546
20.29  0.00  0.1316 4.3641
20.29  0.00  0.1316 4.3641
20.29  0.00  0.1351 4.3601
20.29  0.00  0.1351 4.3601
20.29  0.00  0.1333 4.3759
20.29  0.00  0.1285 4.3584
20.29  0.00  0.1285 4.3584
20.29  0.00  0.1246 4.3617
20.29  0.00  0.1246 4.3617
20.29  0.00  0.1246 4.3589
20.29  0.00  0.1246 4.3589
20.29  0.00  0.1223 4.3596
20.29  0.00  0.1223 4.3596
20.29  0.00  0.1232 4.3597
20.29  0.00  0.1232 4.3597
20.29  0.00  0.1281 4.3606
20.29  0.00  0.1277 4.3579
20.29  0.00  0.1277 4.3579
20.29  0.00  0.1328 4.3746
20.29  0.00  0.1328 4.3746
20.29  0.00  0.1346 4.359
20.29  0.00  0.1346 4.359
20.29  0.00  0.134 4.3619
20.29  0.00  0.134 4.3619
20.29  0.00  0.1338 4.3617
20.29  0.00  0.1338 4.3617
20.29  0.00  0.1262 4.3617
20.29  0.00  0.1233 4.365
20.29  0.00  0.1233 4.365
20.29  0.00  0.1206 4.3613
20.29  0.00  0.1206 4.3613
20.29  0.00  0.1254 4.3749
20.29  0.00  0.1254 4.3749
20.29  0.00  0.125 4.3683
20.17  0.00  0.125 4.3683
20.48  0.00  0.1317 4.371
Print progress: 43.47826086956522%
20.26  0.00  0.126 4.3668
Print progress: 45.65217391304348%
20.26  0.00  0.126 4.3668
Print progress: 50.0%
20.08  0.00  0.1333 4.3561
Print progress: 52.17391304347826%
20.20  0.00  0.1333 4.3561
20.20  0.00  0.1348 4.374
20.20  0.00  0.1348 4.374
20.20  0.00  0.1312 4.3662
20.20  0.00  0.1312 4.3662
20.20  0.00  0.1285 4.3644
20.20  0.00  0.1285 4.3644
20.20  0.00  0.1266 4.3698
20.20  0.00  0.1213 4.3575
20.20  0.00  0.1213 4.3575
20.20  0.00  0.1218 4.354
20.20  0.00  0.1218 4.354
20.20  0.00  0.1227 4.3732
20.20  0.00  0.1227 4.3732
20.20  0.00  0.1304 4.3597
20.20  0.00  0.1304 4.3597
20.20  0.00  0.1317 4.356
20.20  0.00  0.1317 4.356
20.20  0.00  0.1361 4.348
20.20  0.00  0.131 4.3654
20.20  0.00  0.131 4.3654
20.20  0.00  0.1337 4.3666
20.20  0.00  0.1337 4.3666
20.20  0.00  0.1296 4.3579
20.20  0.00  0.1296 4.3579
20.20  0.00  0.125 4.3639
20.20  0.00  0.125 4.3639
20.20  0.00  0.1262 4.3583
20.20  0.00  0.1251 4.3562
20.20  0.00  0.1251 4.3562
20.20  0.00  0.1251 4.3523
20.20  0.00  0.1251 4.3523
20.20  0.00  0.1268 4.3564
20.20  0.00  0.1268 4.3564
20.20  0.00  0.131 4.3643
20.20  0.00  0.131 4.3643
20.20  0.00  0.1378 4.3662
20.20  0.00  0.1354 4.3669
20.20  0.00  0.1354 4.3669
20.20  0.00  0.1321 4.3616
20.20  0.00  0.1321 4.3616
20.20  0.00  0.1237 4.3661
20.20  0.00  0.1237 4.3661
20.20  0.00  0.1234 4.3629
20.20  0.00  0.1234 4.3629
20.08  0.00  0.1212 4.3737
Print progress: 56.52173913043478%
20.17  0.00  0.1212 4.3737
20.17  0.00  0.1229 4.3611
20.17  0.00  0.1307 4.3573
20.17  0.00  0.1307 4.3573
20.17  0.00  0.1292 4.3624
20.17  0.00  0.1292 4.3624
20.17  0.00  0.1346 4.3536
20.17  0.00  0.1346 4.3536
20.17  0.00  0.1329 4.3707
20.17  0.00  0.1329 4.3707
20.17  0.00  0.1285 4.3705
20.17  0.00  0.1298 4.3564
20.17  0.00  0.1298 4.3564
20.17  0.00  0.1237 4.3636
20.17  0.00  0.1237 4.3636
20.17  0.00  0.1224 4.3567
20.17  0.00  0.1224 4.3567
20.17  0.00  0.1216 4.3701
20.17  0.00  0.1216 4.3701
20.17  0.00  0.1257 4.3744
20.17  0.00  0.1257 4.3744
20.17  0.00  0.1326 4.3635
20.17  0.00  0.1333 4.3634
20.17  0.00  0.1333 4.3634
20.17  0.00  0.1331 4.3593
20.17  0.00  0.1331 4.3593
20.17  0.00  0.1331 4.3593
20.17  0.00  0.1331 4.3593
20.17  0.00  0.1313 4.3654
20.17  0.00  0.1313 4.3654
20.17  0.00  0.1246 4.3668
20.17  0.00  0.1215 4.3535
20.17  0.00  0.1215 4.3535
20.17  0.00  0.1248 4.3549
20.17  0.00  0.1248 4.3549
20.17  0.00  0.1194 4.3605
20.17  0.00  0.1194 4.3605
20.17  0.00  0.1263 4.3625
20.17  0.00  0.1263 4.3625
20.17  0.00  0.1276 4.3619
20.17  0.00  0.1348 4.3638
20.17  0.00  0.1348 4.3638
20.17  0.00  0.1373 4.3677
20.32  0.00  0.1373 4.3677
Print progress: 58.69565217391305%
20.20  0.00  0.132 4.3698
Print progress: 60.86956521739131%
20.32  0.00  0.132 4.3698
Print progress: 65.21739130434783%
20.20  0.00  0.1263 4.3652
Print progress: 67.3913043478261%
20.17  0.00  0.1263 4.3652
20.17  0.00  0.1222 4.3612
20.17  0.00  0.1211 4.3702
20.17  0.00  0.1211 4.3702
20.17  0.00  0.1239 4.3553
20.17  0.00  0.1239 4.3553
20.17  0.00  0.1255 4.3608
20.17  0.00  0.1255 4.3608
20.17  0.00  0.1338 4.3595
20.17  0.00  0.1338 4.3595
20.17  0.00  0.1309 4.3616
20.17  0.00  0.1328 4.3729
20.17  0.00  0.1328 4.3729
20.17  0.00  0.1292 4.3694
20.17  0.00  0.1292 4.3694
20.17  0.00  0.1283 4.3605
20.17  0.00  0.1283 4.3605
20.17  0.00  0.1256 4.3691
20.17  0.00  0.1256 4.3691
