----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-03-18 01:23:40.679500

Timestamp	Actual Temperature	SetPoint	V1	V2	P1
2024-03-18 01:23:40.800474	0	0	0.01	0.01	0.01
2024-03-18 01:23:41.346373	16.30 	0.00 	0.2882	3.1528	0.01
2024-03-18 01:23:41.906460	16.24 	0.00 	0.2311	3.1559	0.01
2024-03-18 01:23:42.435128	16.30 	0.00 	0.1013	3.1591	13.0
2024-03-18 01:23:42.954265	16.27 	0.00 	6.9812	3.1584	13.0
2024-03-18 01:23:43.483852	16.36 	0.00 	7.1038	3.1548	13.0
2024-03-18 01:23:44.059905	16.42 	0.00 	7.1038	3.1548	13.0
2024-03-18 01:23:44.569113	16.30 	0.00 	0.9539	3.1552	13.0
2024-03-18 01:23:45.077632	16.42 	0.00 	1.079	3.1539	13.0
2024-03-18 01:23:45.597560	16.33 	0.00 	0.5415	3.153	13.0
2024-03-18 01:23:46.121348	16.39 	0.00 	0.2882	3.1528	13.0
2024-03-18 01:23:46.645421	16.24 	0.00 	0.2311	3.1559	13.0
2024-03-18 01:23:47.170947	16.30 	0.00 	0.1013	3.1591	13.0
2024-03-18 01:23:47.737308	16.27 	0.00 	6.9812	3.1584	13.0
2024-03-18 01:23:48.260545	16.30 	0.00 	7.1038	3.1548	12.0
2024-03-18 01:23:48.801390	16.42 	0.00 	1.2487	1.8081	13.0
2024-03-18 01:23:49.327763	16.51 	0.00 	2.5114	3.1472	13.0
2024-03-18 01:23:49.844325	16.30 	0.00 	2.2588	3.1477	13.0
2024-03-18 01:23:50.356340	16.14 	0.00 	1.7247	3.1508	13.0
2024-03-18 01:23:50.895210	16.39 	0.00 	1.2019	3.1498	13.0
2024-03-18 01:23:51.425161	16.33 	0.00 	0.95	3.1506	13.0
2024-03-18 01:23:52.012227	16.24 	0.00 	0.4077	3.1466	13.0
2024-03-18 01:23:52.535406	16.27 	0.00 	0.5339	3.1464	13.0
2024-03-18 01:23:53.058250	16.27 	0.00 	0.2813	3.1458	13.0
2024-03-18 01:23:53.585912	16.42 	0.00 	0.241	3.1462	13.0
2024-03-18 01:23:54.115842	16.33 	0.00 	0.7786	3.1462	13.0
2024-03-18 01:23:54.643610	16.36 	0.00 	6.9695	3.1467	13.0
2024-03-18 01:23:55.173021	16.36 	0.00 	7.0941	3.146	13.0
2024-03-18 01:23:55.708758	16.42 	0.00 	6.576	3.1489	13.0
2024-03-18 01:23:56.222252	16.54 	0.00 	6.3296	3.1552	13.0
2024-03-18 01:23:56.736357	16.30 	0.00 	5.7864	3.1493	13.0
2024-03-18 01:23:57.263883	16.36 	0.00 	5.261	3.1462	13.0
2024-03-18 01:23:57.791411	16.39 	0.00 	5.0103	3.1484	13.0
2024-03-18 01:23:58.310606	16.39 	0.00 	5.1353	3.1466	13.0
2024-03-18 01:23:58.839266	16.30 	0.00 	4.9133	3.1462	13.0
2024-03-18 01:23:59.405872	16.27 	0.00 	3.3004	3.1462	13.0
2024-03-18 01:23:59.918571	16.20 	0.00 	2.3856	3.1483	13.0
2024-03-18 01:24:00.447304	16.27 	0.00 	2.5111	3.1465	13.0
2024-03-18 01:24:00.973542	16.36 	0.00 	2.2584	3.1469	13.0
2024-03-18 01:24:01.485529	16.36 	0.00 	1.7214	3.1475	13.0
2024-03-18 01:24:02.018105	16.45 	0.00 	1.2054	3.1531	13.0
2024-03-18 01:24:02.563766	16.30 	0.00 	0.9529	3.1539	13.0
2024-03-18 01:24:03.182453	16.30 	0.00 	1.0773	3.1514	13.0
2024-03-18 01:24:03.710841	16.39 	0.00 	0.5374	3.1494	13.0
2024-03-18 01:24:04.234176	16.39 	0.00 	0.2821	3.1473	13.0
2024-03-18 01:24:04.761469	16.27 	0.00 	0.2411	3.1464	13.0
2024-03-18 01:24:05.276806	16.24 	0.00 	0.1105	3.1495	13.0
2024-03-18 01:24:05.795113	16.36 	0.00 	6.9797	3.1563	13.0
2024-03-18 01:24:06.325831	16.30 	0.00 	7.1057	3.156	13.0
2024-03-18 01:24:06.852327	16.36 	0.00 	6.5759	3.1482	13.0
2024-03-18 01:24:07.450619	16.24 	0.00 	6.3257	3.1501	13.0
2024-03-18 01:24:07.962002	16.24 	0.00 	5.7904	3.1523	13.0
2024-03-18 01:24:08.498769	16.36 	0.00 	5.9125	3.1493	13.0
2024-03-18 01:24:09.041316	16.30 	0.00 	5.6576	3.1478	13.0
2024-03-18 01:24:09.578865	16.42 	0.00 	5.1376	3.1489	13.0
2024-03-18 01:24:10.120822	16.42 	0.00 	4.9163	3.1481	12.0
2024-03-18 01:24:10.639247	16.33 	0.00 	3.3033	3.1478	13.0
2024-03-18 01:24:11.158647	16.39 	0.00 	2.3854	3.1469	13.0
2024-03-18 01:24:11.740779	16.33 	0.00 	2.5176	3.1526	13.0
2024-03-18 01:24:12.257763	16.39 	0.00 	2.2662	3.1549	13.0
2024-03-18 01:24:12.790521	16.33 	0.00 	1.7244	3.1505	13.0
2024-03-18 01:24:15.962624	Initializing SyringeBOT
2024-03-18 01:24:15.995587	16.30 	0.00 	1.2003	3.1483	13.0
2024-03-18 01:24:16.515979	16.36 	0.00 	0.9475	3.1487	13.0
2024-03-18 01:24:17.043671	16.48 	0.00 	1.0736	3.1489	13.0
2024-03-18 01:24:17.588371	16.36 	0.00 	0.5388	3.1508	13.0
2024-03-18 01:24:18.105011	16.39 	0.00 	0.283	3.1483	13.0
2024-03-18 01:24:18.640085	16.30 	0.00 	0.2399	3.1475	13.0
2024-03-18 01:24:19.173050	16.39 	0.00 	0.1144	3.1466	13.0
2024-03-18 01:24:19.715105	16.30 	0.00 	6.9725	3.1503	13.0
2024-03-18 01:24:20.237181	16.33 	0.00 	7.1031	3.1537	13.0
2024-03-18 01:24:20.776452	16.33 	0.00 	6.577	3.1495	13.0
2024-03-18 01:24:21.311477	16.27 	0.00 	6.324	3.1497	13.0
2024-03-18 01:24:21.848318	16.39 	0.00 	5.7889	3.1523	13.0
