----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-03-16 18:39:35.684806

Timestamp	Actual Temperature	SetPoint	V1	V2	P1
2024-03-16 18:39:35.811529	0	0	99.0	3.1564	0.01
2024-03-16 18:39:36.370652	17.97 	0.00 	2.3906	3.1531	0.01
2024-03-16 18:39:36.906570	17.70 	0.00 	2.5192	3.1558	0.01
2024-03-16 18:39:37.435137	17.76 	0.00 	2.2662	3.1552	13.0
2024-03-16 18:39:37.963665	17.61 	0.00 	2.2662	3.1552	13.0
2024-03-16 18:39:38.492259	17.58 	0.00 	5.9205	3.1565	13.0
2024-03-16 18:39:39.018571	17.52 	0.00 	5.6653	3.1553	13.0
2024-03-16 18:39:39.598999	17.61 	0.00 	5.1471	3.1592	13.0
2024-03-16 18:39:40.116714	17.61 	0.00 	4.8912	3.1565	13.0
2024-03-16 18:39:40.644259	17.79 	0.00 	3.3099	3.1564	13.0
2024-03-16 18:39:41.176561	17.85 	0.00 	2.3906	3.1531	13.0
2024-03-16 18:39:41.706887	17.79 	0.00 	2.5192	3.1558	13.0
2024-03-16 18:39:42.237085	17.55 	0.00 	2.2662	3.1552	13.0
2024-03-16 18:39:42.768346	17.82 	0.00 	1.2511	1.811	13.0
2024-03-16 18:39:43.382863	17.64 	0.00 	2.5128	3.1499	13.0
2024-03-16 18:39:43.901584	17.67 	0.00 	2.2593	3.1479	13.0
2024-03-16 18:39:44.436287	17.55 	0.00 	1.7223	3.149	13.0
2024-03-16 18:39:44.958342	17.55 	0.00 	1.2015	3.1505	13.0
2024-03-16 18:39:45.502001	17.61 	0.00 	0.9517	3.1531	13.0
2024-03-16 18:39:46.035085	17.61 	0.00 	0.4093	3.1493	13.0
2024-03-16 18:39:46.568995	17.61 	0.00 	0.5354	3.1478	13.0
2024-03-16 18:39:47.105809	17.55 	0.00 	0.283	3.1484	13.0
2024-03-16 18:39:47.634413	17.67 	0.00 	0.236	3.1517	13.0
2024-03-16 18:39:48.209506	17.67 	0.00 	0.7723	3.1517	13.0
2024-03-16 18:39:48.736255	17.52 	0.00 	6.9744	3.1519	13.0
2024-03-16 18:39:49.273370	17.76 	0.00 	7.1	3.1519	13.0
2024-03-16 18:39:49.807924	17.70 	0.00 	6.5785	3.152	13.0
2024-03-16 18:39:50.341168	17.58 	0.00 	6.3257	3.1528	13.0
2024-03-16 18:39:50.872543	17.67 	0.00 	5.7869	3.1512	13.0
2024-03-16 18:39:51.407985	17.76 	0.00 	5.2627	3.1478	13.0
2024-03-16 18:39:51.943565	17.67 	0.00 	5.0105	3.1489	13.0
2024-03-16 18:39:52.520803	17.73 	0.00 	5.136	3.1476	13.0
2024-03-16 18:39:53.048473	17.67 	0.00 	4.8848	3.1492	13.0
2024-03-16 18:39:53.583924	17.61 	0.00 	3.3033	3.1488	13.0
