----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-03-19 18:08:05.491876

Timestamp	Actual Temperature	SetPoint	V1	V2	P1
2024-03-19 18:08:05.616837	0	0	84.0	3.1539	0.01
2024-03-19 18:08:06.131564	19.62 	0.00 	0.0813	3.1545	492.0
2024-03-19 18:08:06.655940	19.47 	0.00 	6.998	3.1506	495.0
2024-03-19 18:08:07.172285	19.38 	0.00 	7.1238	3.1501	491.0
2024-03-19 18:08:07.692247	19.50 	0.00 	6.6006	3.1493	492.0
2024-03-19 18:08:08.226525	19.41 	0.00 	6.3496	3.1503	495.0
2024-03-19 18:08:08.799691	19.32 	0.00 	5.8118	3.1498	495.0
2024-03-19 18:08:09.310394	19.35 	0.00 	5.8118	3.1498	493.0
2024-03-19 18:08:09.840712	19.62 	0.00 	0.3107	3.1512	492.0
2024-03-19 18:08:10.359177	19.44 	0.00 	0.2084	3.1539	495.0
2024-03-19 18:08:10.880921	19.41 	0.00 	0.0813	3.1545	492.0
2024-03-19 18:08:11.395211	19.41 	0.00 	6.998	3.1506	493.0
2024-03-19 18:08:11.923270	19.32 	0.00 	7.1238	3.1501	495.0
2024-03-19 18:08:12.453023	19.56 	0.00 	6.6006	3.1493	493.0
2024-03-19 18:08:12.995709	19.38 	0.00 	6.3496	3.1503	493.0
2024-03-19 18:08:13.506499	19.35 	0.00 	5.8118	3.1498	492.0
2024-03-19 18:08:14.027529	19.47 	0.00 	5.8118	3.1498	494.0
2024-03-19 18:08:14.547097	19.26 	0.00 	0.3107	3.1512	493.0
2024-03-19 18:08:15.080201	19.47 	0.00 	0.2084	3.1539	493.0
2024-03-19 18:08:15.610080	19.32 	0.00 	0.0813	3.1545	495.0
2024-03-19 18:08:16.173575	19.38 	0.00 	6.998	3.1506	495.0
2024-03-19 18:08:16.691079	19.38 	0.00 	7.1238	3.1501	493.0
2024-03-19 18:08:17.214654	19.38 	0.00 	6.6006	3.1493	493.0
2024-03-19 18:08:17.737222	19.35 	0.00 	6.3496	3.1503	495.0
2024-03-19 18:08:18.258589	19.29 	0.00 	5.8118	3.1498	492.0
2024-03-19 18:08:18.777882	19.07 	0.00 	5.9432	3.1552	493.0
2024-03-19 18:08:19.304910	19.50 	0.00 	5.689	3.1539	494.0
2024-03-19 18:08:19.871025	19.44 	0.00 	5.1671	3.1532	494.0
2024-03-19 18:08:20.397145	19.41 	0.00 	4.9196	3.1591	492.0
2024-03-19 18:08:20.922253	19.41 	0.00 	3.3384	3.1591	494.0
2024-03-19 18:08:21.456812	19.47 	0.00 	2.4139	3.1521	494.0
2024-03-19 18:08:21.983376	19.50 	0.00 	2.5386	3.1497	492.0
2024-03-19 18:08:22.512637	19.44 	0.00 	2.2852	3.1493	495.0
2024-03-19 18:08:23.038068	19.41 	0.00 	1.7515	3.1537	494.0
2024-03-19 18:08:23.570114	19.41 	0.00 	1.2261	3.1506	493.0
2024-03-19 18:08:24.130970	19.41 	0.00 	0.9778	3.1545	493.0
2024-03-19 18:08:24.647873	19.29 	0.00 	1.106	3.1553	494.0
2024-03-19 18:08:25.172842	19.47 	0.00 	0.5632	3.15	493.0
2024-03-19 18:08:25.708477	19.47 	0.00 	0.3076	3.1478	494.0
2024-03-19 18:08:26.234414	19.38 	0.00 	0.2102	3.152	495.0
2024-03-19 18:08:26.778838	19.38 	0.00 	0.084	3.1512	492.0
2024-03-19 18:08:27.300506	19.44 	0.00 	6.9996	3.1519	493.0
2024-03-19 18:08:27.915167	19.41 	0.00 	7.1217	3.1478	493.0
2024-03-19 18:08:28.446457	19.32 	0.00 	6.6003	3.1476	494.0
2024-03-19 18:08:28.976710	19.26 	0.00 	6.3467	3.1472	492.0
2024-03-19 18:08:29.500558	19.32 	0.00 	5.8098	3.1486	495.0
2024-03-19 18:08:30.014073	19.44 	0.00 	5.9357	3.1486	492.0
2024-03-19 18:08:30.533506	19.41 	0.00 	5.6835	3.1486	492.0
2024-03-19 18:08:31.058903	19.35 	0.00 	5.1616	3.1479	495.0
2024-03-19 18:08:31.579794	19.20 	0.00 	4.9097	3.1495	493.0
2024-03-19 18:08:32.150745	19.41 	0.00 	3.3285	3.1497	493.0
2024-03-19 18:08:32.677727	19.29 	0.00 	2.4154	3.1532	494.0
2024-03-19 18:08:33.200663	19.38 	0.00 	2.5405	3.1521	495.0
2024-03-19 18:08:33.714732	19.41 	0.00 	2.2849	3.1495	492.0
2024-03-19 18:08:34.227701	19.47 	0.00 	1.7465	3.1481	495.0
2024-03-19 18:08:34.744920	19.38 	0.00 	1.2247	3.1482	493.0
2024-03-19 18:08:35.320736	19.17 	0.00 	0.9718	3.1486	493.0
2024-03-19 18:08:35.829098	19.29 	0.00 	1.0991	3.1492	492.0
2024-03-19 18:08:36.346384	19.23 	0.00 	0.5597	3.1476	494.0
2024-03-19 18:08:36.858990	19.41 	0.00 	0.3075	3.1481	493.0
2024-03-19 18:08:37.372651	19.35 	0.00 	0.2125	3.1497	494.0
2024-03-19 18:08:37.896622	19.44 	0.00 	0.0812	3.1545	494.0
2024-03-19 18:08:38.410297	19.29 	0.00 	7.0015	3.1533	492.0
2024-03-19 18:08:41.403479	Initializing SyringeBOT
2024-03-19 18:08:41.431123	19.35 	0.00 	7.1254	3.1511	494.0
2024-03-19 18:08:41.932429	Processing progress: 4.3478260869565215 %
2024-03-19 18:08:41.954090	19.38 	0.00 	6.6	3.1481	490.0
2024-03-19 18:08:42.455246	Processing progress: 6.521739130434782 %
2024-03-19 18:08:42.468801	19.29 	0.00 	6.3479	3.1489	490.0
2024-03-19 18:08:42.982879	19.29 	0.00 	5.812	3.151	491.0
2024-03-19 18:08:43.499934	19.29 	0.00 	5.943	3.1549	489.0
2024-03-19 18:08:44.013603	19.29 	0.00 	5.6868	3.1517	493.0
2024-03-19 18:08:44.531695	19.29 	0.00 	5.1642	3.1514	494.0
2024-03-19 18:08:45.049565	19.29 	0.00 	4.9115	3.1512	492.0
2024-03-19 18:08:45.564971	19.29 	0.00 	3.3307	3.1515	495.0
2024-03-19 18:08:46.080374	19.29 	0.00 	2.4138	3.1509	493.0
2024-03-19 18:08:46.590118	19.29 	0.00 	2.5416	3.1525	493.0
2024-03-19 18:08:47.096972	19.29 	0.00 	2.2855	3.15	495.0
2024-03-19 18:08:47.612092	19.29 	0.00 	1.7468	3.1481	491.0
2024-03-19 18:08:48.125687	19.29 	0.00 	1.2236	3.1467	493.0
2024-03-19 18:08:48.641211	19.29 	0.00 	0.9723	3.1486	494.0
2024-03-19 18:08:49.157902	19.29 	0.00 	1.0986	3.149	492.0
2024-03-19 18:08:49.674524	19.29 	0.00 	0.5623	3.1494	495.0
2024-03-19 18:08:50.190005	19.29 	0.00 	0.3077	3.1483	493.0
2024-03-19 18:08:50.703584	19.29 	0.00 	0.2133	3.1488	493.0
2024-03-19 18:08:51.219830	19.29 	0.00 	0.0852	3.1505	495.0
2024-03-19 18:08:51.735526	19.29 	0.00 	7.0007	3.1534	493.0
2024-03-19 18:08:52.249339	19.29 	0.00 	7.1252	3.1511	493.0
2024-03-19 18:08:52.758601	19.29 	0.00 	6.6005	3.1487	494.0
2024-03-19 18:08:53.275425	19.29 	0.00 	6.3466	3.1475	492.0
2024-03-19 18:08:53.790092	19.29 	0.00 	5.8118	3.1498	494.0
2024-03-19 18:08:54.388722	19.29 	0.00 	5.9364	3.1478	494.0
2024-03-19 18:08:54.898428	19.29 	0.00 	5.6865	3.151	494.0
2024-03-19 18:08:55.413168	19.29 	0.00 	5.1761	3.1633	492.0
2024-03-19 18:08:55.927869	19.29 	0.00 	4.9274	3.1667	494.0
2024-03-19 18:08:56.445780	19.29 	0.00 	3.3463	3.1667	494.0
2024-03-19 18:08:56.960029	19.29 	0.00 	2.4343	3.171	492.0
2024-03-19 18:08:57.478266	19.29 	0.00 	2.5618	3.1725	494.0
2024-03-19 18:08:58.036830	19.29 	0.00 	2.304	3.1666	494.0
2024-03-19 18:08:58.554803	19.29 	0.00 	1.7544	3.155	492.0
2024-03-19 18:08:59.069604	19.29 	0.00 	1.2289	3.1517	492.0
2024-03-19 18:08:59.585764	19.29 	0.00 	0.9717	3.1479	495.0
2024-03-19 18:09:00.100330	19.29 	0.00 	1.0991	3.1487	493.0
2024-03-19 18:09:00.617276	19.29 	0.00 	0.5608	3.1484	493.0
2024-03-19 18:09:01.209202	19.29 	0.00 	0.3079	3.1489	493.0
2024-03-19 18:09:01.721750	19.29 	0.00 	0.2153	3.1477	494.0
2024-03-19 18:09:02.229287	19.29 	0.00 	0.0859	3.1492	492.0
2024-03-19 18:09:02.746977	19.29 	0.00 	7.0005	3.1519	493.0
2024-03-19 18:09:03.262942	19.29 	0.00 	7.1271	3.1526	495.0
2024-03-19 18:09:03.783868	19.29 	0.00 	6.603	3.151	492.0
2024-03-19 18:09:04.298828	19.29 	0.00 	6.3479	3.1487	494.0
2024-03-19 18:09:04.875268	19.29 	0.00 	5.8104	3.1484	494.0
2024-03-19 18:09:05.393470	19.29 	0.00 	5.9386	3.1497	494.0
2024-03-19 18:09:05.911802	19.29 	0.00 	5.6838	3.149	492.0
2024-03-19 18:09:06.438722	19.29 	0.00 	5.1624	3.1498	495.0
2024-03-19 18:09:06.955447	19.29 	0.00 	4.9094	3.1492	493.0
2024-03-19 18:09:07.465713	19.29 	0.00 	3.3285	3.1495	492.0
2024-03-19 18:09:07.977612	19.29 	0.00 	2.4103	3.1481	495.0
2024-03-19 18:09:08.548951	19.29 	0.00 	2.5417	3.1525	495.0
2024-03-19 18:09:09.068098	19.29 	0.00 	2.2894	3.153	493.0
2024-03-19 18:09:09.587720	19.29 	0.00 	1.7506	3.1531	493.0
2024-03-19 18:09:10.106219	19.29 	0.00 	1.2249	3.149	495.0
2024-03-19 18:09:10.622410	19.29 	0.00 	0.9729	3.1495	493.0
2024-03-19 18:09:11.141378	19.29 	0.00 	1.1002	3.1503	494.0
2024-03-19 18:09:11.661017	19.29 	0.00 	0.5663	3.153	495.0
2024-03-19 18:09:12.229161	19.29 	0.00 	0.3101	3.1505	495.0
2024-03-19 18:09:12.755075	19.29 	0.00 	0.2128	3.1498	492.0
2024-03-19 18:09:13.267700	19.29 	0.00 	0.0878	3.1483	494.0
2024-03-19 18:09:13.783473	19.29 	0.00 	6.9969	3.1501	493.0
2024-03-19 18:09:14.308578	19.29 	0.00 	7.1281	3.1534	493.0
2024-03-19 18:09:14.827689	19.29 	0.00 	6.6075	3.1554	495.0
2024-03-19 18:09:15.349014	19.29 	0.00 	6.3489	3.1493	493.0
2024-03-19 18:09:15.908794	19.29 	0.00 	5.8112	3.1497	493.0
2024-03-19 18:09:16.426465	19.29 	0.00 	5.937	3.1495	493.0
2024-03-19 18:09:16.946601	19.29 	0.00 	5.6848	3.15	495.0
2024-03-19 18:09:17.468799	19.29 	0.00 	5.1636	3.1499	492.0
2024-03-19 18:09:17.985112	19.29 	0.00 	4.9148	3.1539	495.0
2024-03-19 18:09:18.499768	19.29 	0.00 	3.3339	3.1541	493.0
2024-03-19 18:09:19.060824	19.29 	0.00 	2.4175	3.1556	493.0
2024-03-19 18:09:19.577626	19.29 	0.00 	2.5389	3.1508	492.0
2024-03-19 18:09:20.095807	19.29 	0.00 	2.2854	3.1495	495.0
2024-03-19 18:09:20.632166	19.35 	0.00 	1.7473	3.1487	493.0
2024-03-19 18:09:21.150073	19.38 	0.00 	1.226	3.1501	493.0
2024-03-19 18:09:21.652243	Processing progress: 10.869565217391305 %
2024-03-19 18:09:21.672281	19.41 	0.00 	0.9728	3.1494	493.0
2024-03-19 18:09:22.190310	19.41 	0.00 	1.1002	3.1499	492.0
2024-03-19 18:09:22.757017	19.41 	0.00 	0.5616	3.1484	492.0
2024-03-19 18:09:23.266967	19.41 	0.00 	0.3109	3.1511	495.0
2024-03-19 18:09:23.785573	19.41 	0.00 	0.2089	3.1534	493.0
2024-03-19 18:09:24.297817	19.41 	0.00 	0.0812	3.1533	492.0
2024-03-19 18:09:24.820652	19.41 	0.00 	6.9977	3.1497	494.0
2024-03-19 18:09:25.349642	19.41 	0.00 	7.1224	3.149	493.0
2024-03-19 18:09:25.873951	19.41 	0.00 	6.5989	3.1472	494.0
2024-03-19 18:09:26.441913	19.41 	0.00 	6.3472	3.1482	494.0
2024-03-19 18:09:26.961562	19.41 	0.00 	5.8088	3.1478	495.0
2024-03-19 18:09:27.480559	19.41 	0.00 	5.9366	3.1489	492.0
2024-03-19 18:09:28.000124	19.41 	0.00 	5.6826	3.1472	495.0
2024-03-19 18:09:28.518204	19.41 	0.00 	5.1622	3.1482	493.0
2024-03-19 18:09:29.036323	19.41 	0.00 	4.9114	3.1501	493.0
2024-03-19 18:09:29.558499	19.41 	0.00 	3.3304	3.1501	494.0
2024-03-19 18:09:30.098805	19.41 	0.00 	2.4142	3.151	494.0
2024-03-19 18:09:30.617580	19.41 	0.00 	2.5408	3.1512	492.0
2024-03-19 18:09:31.142817	19.41 	0.00 	2.2839	3.1479	494.0
2024-03-19 18:09:31.663320	19.41 	0.00 	1.7468	3.1483	495.0
2024-03-19 18:09:32.181625	19.41 	0.00 	1.2242	3.1473	492.0
2024-03-19 18:09:32.704964	19.41 	0.00 	0.9725	3.1487	495.0
2024-03-19 18:09:33.229783	19.41 	0.00 	1.098	3.1487	493.0
2024-03-19 18:09:33.801032	19.41 	0.00 	0.5613	3.1489	493.0
2024-03-19 18:09:34.321793	19.41 	0.00 	0.3077	3.1476	493.0
2024-03-19 18:09:34.843699	19.41 	0.00 	0.2119	3.1503	495.0
2024-03-19 18:09:35.355297	19.41 	0.00 	0.0844	3.1508	492.0
2024-03-19 18:09:35.868825	19.41 	0.00 	7.0011	3.1532	494.0
2024-03-19 18:09:36.386518	19.41 	0.00 	7.1229	3.1488	493.0
2024-03-19 18:09:36.971045	19.41 	0.00 	6.6016	3.1495	493.0
2024-03-19 18:09:37.490910	19.41 	0.00 	6.3507	3.1516	492.0
2024-03-19 18:09:38.012294	19.41 	0.00 	5.8175	3.1555	495.0
2024-03-19 18:09:38.534987	19.41 	0.00 	5.9395	3.1512	492.0
2024-03-19 18:09:39.058896	19.41 	0.00 	5.6847	3.1493	494.0
2024-03-19 18:09:39.578108	19.41 	0.00 	5.1633	3.1495	495.0
2024-03-19 18:09:40.104237	19.41 	0.00 	4.9146	3.1547	492.0
2024-03-19 18:09:40.674140	19.41 	0.00 	3.3335	3.1545	492.0
2024-03-19 18:09:41.185071	19.41 	0.00 	2.417	3.1555	494.0
2024-03-19 18:09:41.703324	19.41 	0.00 	2.5405	3.1516	492.0
2024-03-19 18:09:42.227774	19.41 	0.00 	2.2861	3.1504	492.0
2024-03-19 18:09:42.747436	19.41 	0.00 	1.7456	3.1478	495.0
2024-03-19 18:09:43.268139	19.41 	0.00 	1.2252	3.1478	492.0
2024-03-19 18:09:43.788847	19.41 	0.00 	0.9718	3.1476	494.0
2024-03-19 18:09:44.358785	19.41 	0.00 	1.0991	3.1481	494.0
2024-03-19 18:09:44.879851	19.41 	0.00 	0.5602	3.1477	494.0
2024-03-19 18:09:45.401346	19.41 	0.00 	0.3081	3.1489	492.0
2024-03-19 18:09:45.923837	19.41 	0.00 	0.2153	3.1472	495.0
2024-03-19 18:09:46.452618	19.41 	0.00 	0.0835	3.1526	493.0
2024-03-19 18:09:46.963422	19.41 	0.00 	6.9987	3.1515	492.0
2024-03-19 18:09:47.486165	19.41 	0.00 	7.1259	3.1519	494.0
2024-03-19 18:09:48.052037	19.41 	0.00 	6.6	3.1475	494.0
2024-03-19 18:09:48.573481	19.41 	0.00 	6.3477	3.1476	492.0
2024-03-19 18:09:49.094632	19.41 	0.00 	5.8088	3.1477	494.0
2024-03-19 18:09:49.617327	19.41 	0.00 	5.9366	3.1488	494.0
2024-03-19 18:09:50.142440	19.41 	0.00 	5.6826	3.1472	492.0
2024-03-19 18:09:50.662534	19.41 	0.00 	5.1625	3.1487	495.0
2024-03-19 18:09:51.190564	19.41 	0.00 	4.9088	3.1484	493.0
2024-03-19 18:09:51.756423	19.41 	0.00 	3.3276	3.1486	493.0
2024-03-19 18:09:52.269521	19.41 	0.00 	2.4113	3.1495	493.0
2024-03-19 18:09:52.782106	19.41 	0.00 	2.5435	3.1552	494.0
2024-03-19 18:09:53.307207	19.41 	0.00 	2.2889	3.1534	492.0
2024-03-19 18:09:53.828925	19.41 	0.00 	1.7489	3.1511	494.0
2024-03-19 18:09:54.350942	19.41 	0.00 	1.2255	3.1498	494.0
2024-03-19 18:09:54.879946	19.41 	0.00 	0.9731	3.1497	492.0
2024-03-19 18:09:55.451735	19.41 	0.00 	1.0978	3.1483	492.0
