----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-03-19 14:31:22.157588

Timestamp	Actual Temperature	SetPoint	V1	V2	P1
2024-03-19 14:31:22.285084	19.10 	0.00 	0.1787	3.1648	502.0
2024-03-19 14:31:22.791314	19.13 	0.00 	6.3694	3.1527	358.0
2024-03-19 14:31:23.311482	19.01 	0.00 	6.3694	3.1527	357.0
2024-03-19 14:31:23.876339	19.04 	0.00 	0.5878	3.1578	357.0
2024-03-19 14:31:24.387781	18.92 	0.00 	0.3347	3.1573	358.0
2024-03-19 14:31:24.907400	19.01 	0.00 	0.1886	3.1556	358.0
2024-03-19 14:31:25.422306	19.10 	0.00 	0.0654	3.1523	357.0
2024-03-19 14:31:25.945599	19.20 	0.00 	7.0183	3.1537	358.0
2024-03-19 14:31:26.462361	18.98 	0.00 	7.1449	3.1527	358.0
2024-03-19 14:31:27.006203	19.04 	0.00 	6.6243	3.1543	358.0
2024-03-19 14:31:27.513030	19.13 	0.00 	6.3694	3.1527	357.0
2024-03-19 14:31:28.024582	19.13 	0.00 	5.8367	3.1567	357.0
2024-03-19 14:31:28.535660	19.13 	0.00 	5.9602	3.1542	358.0
2024-03-19 14:31:29.048075	18.95 	0.00 	5.7078	3.1542	357.0
2024-03-19 14:31:29.555196	19.07 	0.00 	5.1876	3.1565	358.0
2024-03-19 14:31:30.084737	19.17 	0.00 	4.9341	3.1554	358.0
2024-03-19 14:31:30.596142	19.13 	0.00 	3.3528	3.1554	358.0
2024-03-19 14:31:31.103946	18.98 	0.00 	2.4346	3.1538	357.0
2024-03-19 14:31:31.621607	18.95 	0.00 	2.5576	3.1501	358.0
2024-03-19 14:31:32.136983	19.01 	0.00 	2.3053	3.1512	358.0
2024-03-19 14:31:32.650271	18.98 	0.00 	1.7677	3.1514	357.0
2024-03-19 14:31:33.170895	19.04 	0.00 	1.2527	3.1575	358.0
2024-03-19 14:31:33.758869	19.01 	0.00 	0.9983	3.156	358.0
2024-03-19 14:31:34.275523	19.04 	0.00 	1.1201	3.1519	358.0
2024-03-19 14:31:34.788664	19.07 	0.00 	0.5819	3.1514	357.0
2024-03-19 14:31:35.295986	19.26 	0.00 	0.3331	3.1556	358.0
2024-03-19 14:31:35.810941	19.23 	0.00 	0.1898	3.1553	358.0
2024-03-19 14:31:36.323840	19.20 	0.00 	0.0643	3.1537	357.0
2024-03-19 14:31:36.925841	19.17 	0.00 	7.0173	3.1526	357.0
2024-03-19 14:31:37.442409	19.07 	0.00 	7.1473	3.1563	358.0
2024-03-19 14:31:37.955623	19.13 	0.00 	6.621	3.1515	358.0
2024-03-19 14:31:38.468227	19.07 	0.00 	6.3682	3.151	357.0
2024-03-19 14:31:38.980724	19.07 	0.00 	5.8293	3.15	358.0
2024-03-19 14:31:39.494769	19.04 	0.00 	5.9572	3.1521	358.0
2024-03-19 14:31:40.018615	19.13 	0.00 	5.7054	3.1526	357.0
2024-03-19 14:31:40.604950	19.04 	0.00 	5.1873	3.1553	357.0
2024-03-19 14:31:41.114252	19.20 	0.00 	4.9325	3.1545	358.0
2024-03-19 14:31:41.630744	19.10 	0.00 	3.3514	3.1548	358.0
2024-03-19 14:31:42.144157	19.10 	0.00 	2.432	3.1526	357.0
2024-03-19 14:31:42.665101	19.01 	0.00 	2.5583	3.1514	358.0
2024-03-19 14:31:43.179842	18.95 	0.00 	2.3052	3.1509	358.0
2024-03-19 14:31:43.701948	18.95 	0.00 	1.7688	3.1522	357.0
2024-03-19 14:31:44.278125	19.01 	0.00 	1.2446	3.1505	357.0
2024-03-19 14:31:44.788108	19.04 	0.00 	0.9927	3.1508	358.0
2024-03-19 14:31:45.307252	19.07 	0.00 	1.118	3.1499	357.0
2024-03-19 14:31:45.826757	19.07 	0.00 	0.5813	3.1515	357.0
2024-03-19 14:31:46.337890	19.07 	0.00 	0.3308	3.1542	358.0
2024-03-19 14:31:46.848446	19.07 	0.00 	0.1875	3.1563	357.0
2024-03-19 14:31:47.368568	19.23 	0.00 	0.064	3.1532	357.0
2024-03-19 14:31:47.961138	18.98 	0.00 	7.0168	3.1517	357.0
2024-03-19 14:31:48.469363	19.04 	0.00 	7.1418	3.15	358.0
2024-03-19 14:31:48.983668	19.20 	0.00 	6.6211	3.1511	358.0
2024-03-19 14:31:49.497425	18.92 	0.00 	6.3676	3.1505	358.0
2024-03-19 14:31:50.016405	19.04 	0.00 	5.8303	3.1504	358.0
2024-03-19 14:31:50.527388	19.04 	0.00 	5.9585	3.153	357.0
2024-03-19 14:31:51.040572	19.17 	0.00 	5.7062	3.1536	358.0
2024-03-19 14:31:51.636277	19.10 	0.00 	5.1827	3.1514	358.0
2024-03-19 14:31:52.145335	19.01 	0.00 	4.9349	3.1567	358.0
2024-03-19 14:31:52.659604	18.95 	0.00 	3.3539	3.157	357.0
2024-03-19 14:31:53.176615	19.01 	0.00 	2.4376	3.1576	358.0
2024-03-19 14:31:53.699576	19.13 	0.00 	2.5588	3.1519	358.0
2024-03-19 14:31:54.214432	19.01 	0.00 	2.3055	3.1512	357.0
2024-03-19 14:31:54.799997	19.17 	0.00 	1.77	3.1536	357.0
2024-03-19 14:31:55.314925	18.95 	0.00 	1.2487	3.1543	358.0
2024-03-19 14:31:55.837676	19.01 	0.00 	0.9924	3.151	358.0
2024-03-19 14:31:56.353330	19.10 	0.00 	1.1191	3.1514	357.0
2024-03-19 14:31:56.877245	19.13 	0.00 	0.5842	3.1543	359.0
2024-03-19 14:31:57.392436	18.86 	0.00 	0.3334	3.1567	358.0
2024-03-19 14:31:57.902149	19.07 	0.00 	0.1877	3.1571	358.0
2024-03-19 14:31:58.468288	19.10 	0.00 	0.0598	3.1577	358.0
2024-03-19 14:31:58.990110	18.92 	0.00 	7.019	3.1538	358.0
2024-03-19 14:31:59.505258	18.92 	0.00 	7.1432	3.1514	357.0
2024-03-19 14:32:00.030469	18.92 	0.00 	6.6212	3.1511	358.0
2024-03-19 14:32:00.552141	18.89 	0.00 	6.3688	3.1515	358.0
2024-03-19 14:32:01.069789	19.10 	0.00 	5.8298	3.1501	358.0
