----------------------------------
-         PROCESS STARTS         -
----------------------------------
2025-07-25 07:19:15.705786

Timestamp	Actual Temperature	SetPoint	T	pH	ORP
2025-07-25 07:21:32.037154	0.0	0.0	0.0	9.96	3.5005
2025-07-25 07:21:32.583049	0.0	0.0	0.0	9.96	3.4963
2025-07-25 07:21:33.163829	0.0	0.0	0.0	9.96	3.4963
2025-07-25 07:21:33.982217	0.0	0.0	0.0	9.91	3.5024
2025-07-25 07:21:34.496618	0.0	0.0	0.0	9.98	3.4917
2025-07-25 07:21:35.075438	0.0	0.0	0.0	9.98	3.4917
2025-07-25 07:21:35.606776	0.0	0.0	0.0	9.96	3.4984
2025-07-25 07:21:36.212559	0.0	0.0	0.0	9.96	3.4984
2025-07-25 07:21:36.782092	0.0	0.0	0.0	9.95	3.4984
2025-07-25 07:21:37.344040	0.0	0.0	0.0	9.95	3.4984
2025-07-25 07:21:37.919342	0.0	0.0	0.0	9.97	3.4994
2025-07-25 07:21:38.489403	0.0	0.0	0.0	9.95	3.4988
2025-07-25 07:21:39.064635	0.0	0.0	0.0	9.95	3.4988
2025-07-25 07:21:39.669794	0.0	0.0	0.0	9.97	3.5
2025-07-25 07:21:40.261521	0.0	0.0	0.0	9.97	3.5
2025-07-25 07:21:40.831164	0.0	0.0	0.0	9.95	3.4991
2025-07-25 07:21:41.362228	0.0	0.0	0.0	9.95	3.4991
2025-07-25 07:21:41.932293	0.0	0.0	0.0	9.95	3.4988
2025-07-25 07:21:42.481790	0.0	0.0	0.0	9.98	3.4944
2025-07-25 07:21:43.056034	0.0	0.0	0.0	9.98	3.4944
2025-07-25 07:21:43.605880	0.0	0.0	0.0	9.92	3.4998
2025-07-25 07:21:44.495634	0.0	0.0	0.0	9.89	3.5039
2025-07-25 07:21:45.069686	0.0	0.0	0.0	9.89	3.5039
2025-07-25 07:21:45.654166	0.0	0.0	0.0	9.93	3.5023
2025-07-25 07:21:46.347983	added bicarbonate
2025-07-25 07:21:46.396319	0.0	0.0	0.0	9.93	3.5023
2025-07-25 07:21:46.977811	0.0	0.0	0.0	9.87	3.507
2025-07-25 07:21:47.569609	0.0	0.0	0.0	9.93	3.504
2025-07-25 07:21:48.211182	0.0	0.0	0.0	9.93	3.504
2025-07-25 07:21:48.816782	0.0	0.0	0.0	9.96	3.5002
2025-07-25 07:21:49.355526	0.0	0.0	0.0	9.96	3.5002
2025-07-25 07:21:49.986204	0.0	0.0	0.0	9.94	3.5004
2025-07-25 07:21:50.541480	0.0	0.0	0.0	9.96	3.4962
2025-07-25 07:21:51.145465	0.0	0.0	0.0	9.96	3.4962
2025-07-25 07:21:51.718367	0.0	0.0	0.0	9.92	3.5035
2025-07-25 07:21:52.299285	0.0	0.0	0.0	9.92	3.5035
2025-07-25 07:21:52.884560	0.0	0.0	0.0	9.94	3.5005
2025-07-25 07:21:53.456969	0.0	0.0	0.0	9.97	3.4967
2025-07-25 07:21:54.384651	0.0	0.0	0.0	9.97	3.4967
2025-07-25 07:21:54.935438	0.0	0.0	0.0	9.93	3.5016
2025-07-25 07:21:55.518711	0.0	0.0	0.0	9.92	3.5033
2025-07-25 07:21:56.304612	0.0	0.0	0.0	9.92	3.5033
2025-07-25 07:21:56.874571	0.0	0.0	0.0	9.93	3.5032
2025-07-25 07:21:57.806400	0.0	0.0	0.0	9.94	3.5024
2025-07-25 07:21:58.391005	0.0	0.0	0.0	9.94	3.5024
2025-07-25 07:21:58.980975	0.0	0.0	0.0	9.99	3.4962
2025-07-25 07:21:59.559043	0.0	0.0	0.0	9.92	3.5035
2025-07-25 07:22:00.130471	0.0	0.0	0.0	9.92	3.5035
2025-07-25 07:22:00.734252	0.0	0.0	0.0	9.97	3.4949
2025-07-25 07:22:01.283841	0.0	0.0	0.0	9.97	3.4949
2025-07-25 07:22:01.841769	0.0	0.0	0.0	9.94	3.4994
2025-07-25 07:22:02.454655	0.0	0.0	0.0	9.9	3.5026
2025-07-25 07:22:03.032511	0.0	0.0	0.0	9.9	3.5026
2025-07-25 07:22:03.607614	0.0	0.0	0.0	9.95	3.4993
2025-07-25 07:22:04.157154	0.0	0.0	0.0	9.95	3.4993
2025-07-25 07:22:04.777920	0.0	0.0	0.0	9.96	3.4983
2025-07-25 07:22:05.369415	0.0	0.0	0.0	9.96	3.4983
2025-07-25 07:22:05.932170	0.0	0.0	0.0	9.95	3.5001
2025-07-25 07:22:06.595718	0.0	0.0	0.0	9.99	3.496
2025-07-25 07:22:07.531803	0.0	0.0	0.0	9.94	3.5059
2025-07-25 07:22:08.141153	0.0	0.0	0.0	9.94	3.5059
2025-07-25 07:22:08.679339	0.0	0.0	0.0	9.96	3.4977
2025-07-25 07:22:09.253278	0.0	0.0	0.0	9.96	3.4977
2025-07-25 07:22:10.184489	0.0	0.0	0.0	9.95	3.5043
2025-07-25 07:22:10.821706	0.0	0.0	0.0	9.92	3.5012
2025-07-25 07:22:11.786144	0.0	0.0	0.0	9.92	3.5054
2025-07-25 07:22:12.373333	0.0	0.0	0.0	9.92	3.5054
2025-07-25 07:22:12.954327	0.0	0.0	0.0	9.96	3.4963
2025-07-25 07:22:13.509676	0.0	0.0	0.0	9.92	3.4983
2025-07-25 07:22:14.092760	0.0	0.0	0.0	9.92	3.4983
2025-07-25 07:22:14.690525	0.0	0.0	0.0	9.91	3.5026
2025-07-25 07:22:15.347350	0.0	0.0	0.0	9.91	3.5026
2025-07-25 07:22:15.880801	0.0	0.0	0.0	9.96	3.5022
2025-07-25 07:22:16.439469	0.0	0.0	0.0	9.96	3.5022
2025-07-25 07:22:16.979685	0.0	0.0	0.0	9.99	3.4955
2025-07-25 07:22:17.568507	0.0	0.0	0.0	9.99	3.4979
2025-07-25 07:22:18.147663	0.0	0.0	0.0	9.99	3.4979
2025-07-25 07:22:18.716106	0.0	0.0	0.0	9.98	3.4968
2025-07-25 07:22:19.345800	0.0	0.0	0.0	9.98	3.4968
2025-07-25 07:22:20.318384	0.0	0.0	0.0	9.89	3.5044
2025-07-25 07:22:20.896139	0.0	0.0	0.0	9.93	3.5006
2025-07-25 07:22:21.495884	0.0	0.0	0.0	9.93	3.5005
2025-07-25 07:22:22.071392	0.0	0.0	0.0	9.93	3.5005
2025-07-25 07:22:22.677736	0.0	0.0	0.0	9.94	3.5012
2025-07-25 07:22:23.635390	0.0	0.0	0.0	9.91	3.5077
2025-07-25 07:22:24.237610	0.0	0.0	0.0	9.91	3.5077
2025-07-25 07:22:24.837678	0.0	0.0	0.0	9.95	3.5013
2025-07-25 07:22:25.421948	0.0	0.0	0.0	9.95	3.5013
2025-07-25 07:22:26.017422	0.0	0.0	0.0	9.93	3.5017
2025-07-25 07:22:26.586061	0.0	0.0	0.0	10.01	3.4922
2025-07-25 07:22:27.256646	0.0	0.0	0.0	10.01	3.4922
2025-07-25 07:22:27.812197	0.0	0.0	0.0	9.91	3.5043
2025-07-25 07:22:28.397157	0.0	0.0	0.0	9.91	3.5043
2025-07-25 07:22:29.370047	0.0	0.0	0.0	9.95	3.496
2025-07-25 07:22:29.923790	0.0	0.0	0.0	9.91	3.5059
2025-07-25 07:22:30.524492	0.0	0.0	0.0	9.94	3.498
2025-07-25 07:22:31.117402	0.0	0.0	0.0	9.94	3.498
2025-07-25 07:22:31.707460	0.0	0.0	0.0	9.91	3.5023
2025-07-25 07:22:32.306552	0.0	0.0	0.0	9.91	3.5023
2025-07-25 07:22:32.900165	0.0	0.0	0.0	9.96	3.5
2025-07-25 07:22:33.477698	0.0	0.0	0.0	9.96	3.5
2025-07-25 07:22:34.101809	0.0	0.0	0.0	9.99	3.5005
2025-07-25 07:22:34.735079	0.0	0.0	0.0	9.93	3.5067
2025-07-25 07:22:35.309087	0.0	0.0	0.0	9.93	3.5067
2025-07-25 07:22:35.900243	0.0	0.0	0.0	9.93	3.5023
2025-07-25 07:22:36.469780	0.0	0.0	0.0	9.93	3.5023
2025-07-25 07:22:37.062852	0.0	0.0	0.0	9.88	3.5068
2025-07-25 07:22:37.663628	0.0	0.0	0.0	9.94	3.4993
2025-07-25 07:22:38.219283	0.0	0.0	0.0	9.94	3.4993
2025-07-25 07:22:38.817687	0.0	0.0	0.0	9.93	3.5013
2025-07-25 07:22:39.817375	0.0	0.0	0.0	9.9	3.511
2025-07-25 07:22:40.452866	0.0	0.0	0.0	9.9	3.511
2025-07-25 07:22:40.998786	0.0	0.0	0.0	9.93	3.5021
2025-07-25 07:22:41.625723	0.0	0.0	0.0	9.92	3.505
2025-07-25 07:22:42.185666	0.0	0.0	0.0	9.92	3.505
2025-07-25 07:22:42.811762	0.0	0.0	0.0	9.94	3.5002
2025-07-25 07:22:43.828462	0.0	0.0	0.0	9.91	3.5056
2025-07-25 07:22:44.428831	0.0	0.0	0.0	9.91	3.5056
2025-07-25 07:22:45.053223	0.0	0.0	0.0	9.95	3.4976
2025-07-25 07:22:45.646240	0.0	0.0	0.0	9.96	3.498
2025-07-25 07:22:46.267755	0.0	0.0	0.0	9.96	3.498
2025-07-25 07:22:46.915880	0.0	0.0	0.0	9.94	3.5032
2025-07-25 07:22:47.291915	added bicarbonate
2025-07-25 07:22:47.611775	0.0	0.0	0.0	9.87	3.51
2025-07-25 07:22:48.187807	0.0	0.0	0.0	9.87	3.51
2025-07-25 07:22:48.742929	0.0	0.0	0.0	9.89	3.507
2025-07-25 07:22:49.374914	0.0	0.0	0.0	9.89	3.507
2025-07-25 07:22:49.966765	0.0	0.0	0.0	9.92	3.5052
2025-07-25 07:22:50.576491	0.0	0.0	0.0	9.97	3.4969
2025-07-25 07:22:51.186541	0.0	0.0	0.0	9.97	3.4969
2025-07-25 07:22:51.813099	0.0	0.0	0.0	9.92	3.5045
2025-07-25 07:22:52.368381	0.0	0.0	0.0	9.92	3.5045
