44054.4	501	333
44179.2	1326	3
44304	1332	-529
44428.8	716	-541
44553.6	-476	-183
44678.4	-1167	449
44803.2	-1183	827
44928	-386	816
45052.8	456	117
45177.6	869	-654
45302.4	673	-1060
45427.2	148	-823
45552	-257	-86
45676.8	-455	772
45801.6	-343	1005
45926.4	-83	854
46051.2	323	173
46176	269	-588
46300.8	56	-952
46425.6	-91	-768
46550.4	-336	-158
46675.2	-34	530
46800	227	788
46924.8	306	747
47049.6	362	252
47174.4	-80	-307
47299.2	-450	-587
47424	-494	-530
47548.8	-240	-69
47673.6	127	248
47798.4	462	289
47923.2	516	281
48048	231	173
48172.8	-70	72
48297.6	-411	-27
48422.4	-516	-103
48547.2	-210	-35
48672	161	-34
48796.8	352	-208
48921.6	429	-147
49046.4	130	32
49171.2	-86	109
49296	-141	364
49420.8	-166	208
49545.6	-100	90
49670.4	-23	-192
49795.2	-81	-308
49920	-39	-198
50044.8	62	88
50169.6	105	239
50294.4	202	238
50419.2	143	60
50544	36	-25
50668.8	-255	-66
50793.6	-265	-76
50918.4	-134	75
51043.2	219	91
51168	356	-24
51292.8	323	-141
51417.6	101	-72
51542.4	-183	58
51667.2	-194	114
51792	-124	131
51916.8	-12	78
52041.6	133	16
52166.4	167	-165
52291.2	11	-199
52416	-42	-57
52540.8	-32	30
52665.6	10	111
52790.4	2	141
52915.2	-17	128
53040	12	-51
53164.8	-81	-92
53289.6	-34	-60
53414.4	59	-82
53539.2	9	102
53664	-23	52
53788.8	-13	151
53913.6	70	100
54038.4	-24	-4
54163.2	30	-32
54288	-96	-155
54412.8	-197	-16
54537.6	-87	-31
54662.4	-24	21
54787.2	111	35
54912	59	52
55036.8	35	-4
55161.6	-11	42
55286.4	-83	30
55411.2	-129	45
55536	-63	-35
55660.8	-12	17
55785.6	-45	25
55910.4	78	-108
56035.2	-9	-100
56160	8	-45
56284.8	25	19
56409.6	14	92
56534.4	-27	-44
56659.2	3	-61
56784	-59	-44
56908.8	-116	-37
57033.6	-115	-46
57158.4	67	-68
57283.2	-30	7
57408	0	-9
57532.8	111	-44
57657.6	-82	117
57782.4	-32	26
57907.2	-7	-86
58032	-96	-16
58156.8	-26	-81
58281.6	-8	0
58406.4	-31	48
58531.2	75	11
58656	25	2
58780.8	22	0
58905.6	-113	-17
59030.4	-156	-10
59155.2	-157	-29
59280	0	36
59404.8	69	-48
59529.6	128	-126
59654.4	94	35
59779.2	45	70
59904	-22	-59
60028.8	-35	109
60153.6	-11	67
60278.4	40	23
60403.2	-76	-31
60528	-47	-31
60652.8	28	-98
60777.6	-40	35
60902.4	200	-6
61027.2	143	-19
61152	98	42
61276.8	-93	76
61401.6	-73	-48
61526.4	-29	90
61651.2	67	53
61776	48	-152
61900.8	38	-113
62025.6	-119	35
62150.4	-94	-16
62275.2	70	53
62400	-69	129
62524.8	91	136
62649.6	96	-23
62774.4	-16	-70
62899.2	20	-149
63024	-64	-43
63148.8	-40	52
63273.6	-1	142
63398.4	95	0
63523.2	257	15
63648	-46	-18
63772.8	-92	40
63897.6	-57	2
64022.4	-37	18
64147.2	37	-53
64272	50	-29
64396.8	-7	54
64521.6	118	-82
64646.4	82	-31
64771.2	5	-26
64896	-110	32
65020.8	-197	55
65145.6	-34	-19
65270.4	99	-5
65395.2	47	-49
65520	140	-96
65644.8	56	-137
65769.6	-87	-25
65894.4	-101	-28
66019.2	-35	43
66144	126	-10
66268.8	-48	-25
66393.6	86	-102
66518.4	-98	-128
66643.2	31	115
66768	46	76
66892.8	29	92
67017.6	38	101
67142.4	138	51
67267.2	-34	28
67392	-3	-25
67516.8	6	-160
67641.6	-21	-92
67766.4	68	42
67891.2	49	74
68016	110	4
68140.8	-14	20
68265.6	-3	-53
68390.4	-113	62
68515.2	-71	37
68640	26	-5
68764.8	33	15
68889.6	130	-105
69014.4	107	-32
69139.2	42	32
69264	-56	92
69388.8	-46	110
69513.6	35	66
69638.4	50	26
69763.2	11	-63
69888	26	-62
70012.8	49	-167
70137.6	-29	-71
70262.4	31	74
70387.2	35	102
70512	57	148
70636.8	-36	20
70761.6	-31	-97
70886.4	11	-4
71011.2	-155	40
71136	-20	-35
71260.8	65	-23
71385.6	120	-6
71510.4	133	111
71635.2	-31	-51
71760	7	3
71884.8	-92	1
72009.6	-101	-86
72134.4	-71	-71
72259.2	46	-81
72384	14	30
72508.8	62	-39
72633.6	-96	-56
72758.4	-47	23
72883.2	-180	-14
73008	-110	9
73132.8	-13	-63
73257.6	-20	-23
73382.4	-15	-32
73507.2	48	-4
73632	10	-50
73756.8	36	-14
73881.6	45	13
74006.4	-45	-59
74131.2	-6	25
74256	24	80
74380.8	37	-64
74505.6	34	-90
74630.4	15	-75
74755.2	36	-85
74880	57	65
75004.8	95	37
75129.6	86	58
75254.4	15	-25
75379.2	17	-64
75504	-43	-86
75628.8	-54	-84
75753.6	-53	10
75878.4	23	98
76003.2	52	42
76128	39	56
76252.8	-89	13
76377.6	-115	-49
76502.4	-82	77
76627.2	-49	-42
76752	35	48
76876.8	48	-44
77001.6	27	68
77126.4	29	55
77251.2	121	-174
77376	-15	-62
77500.8	-158	-68
77625.6	-61	49
77750.4	20	125
77875.2	-42	19
78000	41	-16
78124.8	51	-26
78249.6	-51	-24
78374.4	8	-33
78499.2	42	-42
78624	-42	100
78748.8	37	0
78873.6	-16	-5
78998.4	-19	-22
79123.2	-4	-126
79248	73	-151
79372.8	15	-10
79497.6	7	-12
79622.4	-49	150
79747.2	11	14
79872	29	-72
79996.8	-46	-70
80121.6	7	-45
80246.4	-78	26
80371.2	-47	28
80496	27	45
80620.8	62	13
80745.6	70	-44
80870.4	1	23
80995.2	-34	-83
81120	-2	3
81244.8	-33	-49
81369.6	-11	14
81494.4	81	38
81619.2	18	-104
81744	-18	-7
81868.8	-24	-69
81993.6	-25	115
82118.4	-47	77
82243.2	-22	26
82368	16	43
82492.8	-80	-13
82617.6	-22	-20
82742.4	-52	-49
82867.2	-62	12
82992	-51	97
83116.8	12	125
83241.6	158	81
83366.4	-32	-37
83491.2	-15	-39
83616	-27	-110
83740.8	13	-21
83865.6	12	-1
83990.4	28	41
84115.2	98	73
84240	97	5
84364.8	75	24
84489.6	-30	-11
84614.4	2	-8
84739.2	-64	-8
84864	-32	16
84988.8	37	11
85113.6	133	9
85238.4	0	-29
85363.2	39	8
85488	11	45
85612.8	-6	42
85737.6	-1	-25
85862.4	-26	-26
85987.2	88	28
86112	50	31
86236.8	66	48
86361.6	-24	15
86486.4	-13	59
86611.2	43	136
86736	22	-99
86860.8	102	63
86985.6	2	-45
87110.4	-5	-72
87235.2	98	-7
87360	22	-7
87484.8	16	10
87609.6	-7	33
87734.4	-19	32
87859.2	-73	23
87984	12	-80
88108.8	-27	-59
88233.6	-56	77
88358.4	15	35
88483.2	-33	29
88608	-4	32
88732.8	-21	38
88857.6	-115	-11
88982.4	14	32
89107.2	-15	29
89232	-89	-1
89356.8	58	-90
89481.6	70	17
89606.4	-4	-25
89731.2	31	-25
89856	142	116
89980.8	-26	110
90105.6	-9	-46
90230.4	64	12
90355.2	-32	-71
90480	86	-26
90604.8	47	13
90729.6	32	-95
90854.4	-40	-29
90979.2	12	75
91104	-18	116
91228.8	21	25
91353.6	-35	-6
91478.4	-8	45
91603.2	30	26
91728	36	42
91852.8	57	-85
91977.6	-59	62
92102.4	47	-37
92227.2	-17	-18
92352	69	49
92476.8	-43	-15
92601.6	6	-1
92726.4	-14	-49
92851.2	13	33
92976	-15	-69
93100.8	25	-48
93225.6	63	28
93350.4	46	82
93475.2	32	-26
93600	-15	-39
93724.8	3	5
93849.6	-42	54
93974.4	57	124
94099.2	30	-58
94224	60	-22
94348.8	-27	-45
94473.6	57	63
94598.4	16	91
94723.2	-1	185
94848	115	66
94972.8	-55	24
95097.6	25	-24
95222.4	-93	-31
95347.2	-66	-14
95472	60	-52
95596.8	-3	-34
95721.6	-38	-7
95846.4	-15	-101
95971.2	-30	-49
96096	123	-40
96220.8	30	6
96345.6	-25	-10
96470.4	-8	104
96595.2	10	-62
96720	40	-11
96844.8	96	162
96969.6	35	80
97094.4	6	68
97219.2	82	7
97344	43	-7
97468.8	-113	45
97593.6	29	37
97718.4	-18	32
97843.2	42	-20
97968	67	-1
98092.8	-31	34
98217.6	-44	6
98342.4	13	11
98467.2	14	21
98592	-39	-16
98716.8	94	-33
98841.6	-54	-19
98966.4	0	105
99091.2	97	-30
99216	-72	16
99340.8	-19	12
99465.6	129	-63
99590.4	-65	-80
99715.2	24	-69
99840	5	24
99964.8	23	41
100090	-41	65
100214	-5	38
100339	-68	-19
100464	5	66
100589	41	-8
100714	-140	-114
100838	4	27
100963	5	40
101088	-24	79
101213	28	0
101338	11	-7
101462	-51	-41
101587	96	-69
101712	43	70
101837	-3	-80
101962	119	-109
102086	6	33
102211	43	-1
102336	-46	26
102461	39	13
102586	63	54
102710	-111	21
102835	-62	53
102960	45	28
103085	17	-87
103210	-16	59
103334	-22	33
103459	16	-29
103584	-57	6
103709	-25	6
103834	-11	70
103958	11	129
104083	41	5
104208	26	-38
104333	-100	51
104458	50	19
104582	6	-72
104707	26	11
104832	73	2
104957	37	12
105082	41	31
105206	-87	94
105331	28	47
105456	-76	-44
105581	43	-9
105706	-113	-20
105830	26	-69
105955	-140	-64
106080	-15	-27
106205	-75	-83
106330	83	59
106454	10	13
106579	-80	-29
106704	-54	7
106829	-12	21
106954	-89	-64
107078	-18	44
107203	39	26
107328	-95	-30
107453	62	70
107578	-36	-44
107702	-7	15
107827	-54	46
107952	-55	88
108077	-13	98
108202	-111	-34
108326	43	81
108451	-25	-13
108576	-73	20
108701	109	-55
108826	-31	-30
108950	-37	-19
109075	8	-36
109200	70	24
109325	-16	75
109450	-77	26
109574	36	-26
109699	-37	-13
109824	-104	-9
109949	-27	71
110074	57	48
110198	41	-50
110323	-42	44
110448	-31	0
110573	24	-30
110698	62	4
110822	53	-2
110947	20	-45
111072	-48	-3
111197	39	-91
111322	28	47
111446	1	29
111571	-27	-43
111696	108	92
111821	65	-21
111946	122	-6
112070	16	14
112195	82	-140
112320	2	96
112445	-32	-35
112570	-25	10
112694	8	33
112819	9	-113
112944	133	-65
113069	-92	-88
113194	7	-45
113318	85	-44
113443	-133	-31
113568	-39	2
113693	4	-6
113818	9	48
113942	102	65
114067	-46	-96
114192	-29	-90
114317	36	72
114442	-15	-20
114566	50	3
114691	-15	-47
114816	81	3
114941	-50	-50
115066	-16	-7
115190	-110	3
115315	119	-35
115440	-72	20
115565	7	41
115690	-13	56
115814	20	-5
115939	-56	44
116064	38	-20
116189	-62	33
116314	49	-72
116438	63	39
116563	-32	-20
116688	13	24
116813	-21	70
116938	-86	66
117062	5	36
117187	-5	9
117312	60	38
117437	91	-61
117562	-29	22
117686	-82	82
117811	-44	18
117936	-50	44
118061	0	76
118186	61	-87
118310	0	-87
118435	98	-26
118560	-20	9
118685	23	-13
118810	54	-107
118934	18	44
119059	-58	-65
119184	-77	72
119309	10	-55
119434	-7	-131
119558	-34	-3
119683	-52	4
119808	-1	-33
119933	-35	61
120058	39	0
120182	-10	28
120307	47	49
120432	-82	-6
120557	-81	-47
120682	-40	-75
120806	0	3
120931	85	-49
121056	-28	51
121181	143	20
121306	-96	56
121430	-39	16
121555	-72	-31
121680	-39	-31
121805	-51	-23
121930	-69	-24
122054	-36	14
122179	-74	89
122304	-96	18
122429	-55	-25
122554	19	-46
122678	33	-15
122803	77	10
122928	-13	12
123053	0	-42
123178	50	-82
123302	-66	33
123427	47	-65
123552	-54	61
123677	46	19
123802	-84	21
123926	-22	-23
124051	-17	-43
124176	-25	63
124301	86	40
124426	19	3
124550	23	-73
124675	27	17
124800	-70	17
124925	-39	63
125050	72	93
125174	-92	-50
125299	37	27
125424	-26	133
125549	116	-82
125674	97	7
125798	-101	6
125923	41	-36
126048	26	64
126173	-37	8
126298	3	34
126422	12	33
126547	52	42
126672	-12	63
126797	-51	61
126922	-21	16
127046	-30	-36
127171	5	5
127296	-50	-36
127421	-90	9
127546	87	13
127670	11	58
127795	75	35
127920	34	-87
128045	-156	39
128170	69	37
128294	-6	-21
128419	-43	-37
128544	-43	-18
128669	-129	-41
128794	-12	2
128918	-53	119
129043	27	13
129168	-38	-97
129293	3	46
129418	-43	-69
129542	43	19
129667	-26	-45
129792	-11	-38
129917	15	-90
130042	14	96
130166	158	81
130291	-22	-37
130416	22	-85
130541	45	3
130666	-106	21
130790	-29	-44
130915	-9	14
131040	35	-109
131165	-4	-35
131290	80	-17
131414	57	50
131539	24	-45
131664	-12	-20
131789	-9	-73
131914	10	-9
132038	-11	-8
132163	-23	-76
132288	-54	-15
132413	35	-33
132538	33	83
132662	-37	31
132787	-48	-26
132912	45	14
133037	96	-11
133162	-12	-46
133286	-61	26
133411	44	55
133536	-9	-115
133661	-3	-22
133786	-52	25
133910	-3	-71
134035	14	-4
134160	66	-64
134285	-16	-15
134410	66	65
134534	-39	20
134659	5	-13
134784	37	37
134909	-34	22
135034	51	-18
135158	-67	-43
135283	-3	-81
135408	-42	71
135533	-34	-87
135658	-76	-1
135782	18	32
135907	13	17
136032	-97	40
136157	55	-26
136282	6	-28
136406	31	31
136531	-34	-98
136656	21	-35
136781	46	34
136906	172	2
137030	-17	-27
137155	-9	35
137280	0	15
137405	-58	-5
137530	32	61
137654	-95	15
137779	-46	-28
137904	31	-45
138029	-30	-20
138154	-51	-36
138278	-54	24
138403	6	17
138528	-41	-43
138653	-42	97
138778	11	15
138902	-20	15
139027	85	53
139152	-80	27
139277	19	0
139402	-12	-2
139526	-49	75
139651	17	45
139776	20	-93
139901	-66	-91
140026	-31	32
140150	37	-63
140275	28	-56
140400	39	-73
140525	19	-84
140650	-49	-5
140774	-74	86
140899	-29	-53
141024	4	31
141149	-20	-5
141274	-46	-87
141398	63	56
141523	-29	121
141648	21	24
141773	40	-29
141898	4	-12
142022	-72	96
142147	54	-41
142272	59	69
142397	-41	-61
142522	-23	-131
142646	0	-30
142771	54	12
142896	35	29
143021	-29	13
143146	-35	0
143270	-13	-22
143395	-90	-9
143520	-53	-123
143645	10	-27
143770	-47	-19
143894	-33	5
144019	-95	11
144144	70	29
144269	70	4
144394	24	45
144518	46	-60
144643	167	30
144768	74	-81
144893	12	-37
145018	-62	66
145142	-126	-40
145267	-41	37
145392	6	9
145517	2	-5
145642	13	34
145766	93	17
145891	18	-5
146016	43	-13
146141	-58	37
146266	15	11
146390	41	-26
146515	4	59
146640	25	-39
146765	-9	1
146890	60	24
147014	55	-81
147139	3	70
147264	-17	19
147389	-51	16
147514	54	24
147638	52	7
147763	-13	-58
147888	-8	111
148013	75	-64
148138	-65	-12
148262	-68	59
148387	-34	-64
148512	17	83
148637	-24	-36
148762	-21	3
148886	41	54
149011	-28	35
149136	-25	36
149261	-86	-70
149386	-38	6
149510	-3	9
149635	30	-64
149760	-97	-72
149885	-34	-73
150010	-3	60
150134	39	-7
150259	100	-14
150384	59	45
150509	-28	26
150634	0	5
150758	44	3
150883	-8	-60
151008	-5	83
151133	-44	10
151258	38	6
151382	-45	3
151507	22	-9
151632	-52	-16
151757	-37	-44
151882	31	-10
152006	-36	87
152131	-24	-57
152256	-11	15
152381	-42	23
152506	-55	-75
152630	30	-25
152755	-22	69
152880	-61	-24
153005	89	-25
153130	-6	-2
153254	8	-10
153379	-1	28
153504	-97	34
153629	-31	37
153754	5	-55
153878	-37	61
154003	-20	-79
154128	14	20
154253	-28	0
154378	12	-74
154502	94	-44
154627	2	27
154752	82	-43
154877	14	87
155002	-105	-11
155126	-30	26
155251	-6	-26
155376	-46	85
155501	-63	114
155626	38	-66
155750	-84	-58
155875	45	-11
156000	13	-25
156125	90	-15
156250	-81	-39
156374	-1	-9
156499	-25	14
156624	-64	-7
156749	-12	-19
156874	-48	-17
156998	33	28
157123	42	14
157248	-62	-108
157373	47	13
157498	30	36
157622	-13	40
157747	-35	70
157872	-39	6
157997	-46	30
158122	-6	36
158246	4	20
158371	-16	-5
158496	11	-7
158621	22	33
158746	40	15
158870	25	-21
158995	46	21
159120	72	-12
159245	-89	33
159370	31	-2
159494	9	-45
159619	-42	-36
159744	-63	-37
159869	-34	17
159994	16	10
160118	22	-54
160243	4	85
160368	-27	-20
160493	-20	-28
160618	44	72
160742	-11	-26
160867	-44	-21
160992	121	15
161117	20	125
161242	-10	28
161366	-39	-47
161491	52	22
161616	-21	-66
161741	-66	34
161866	-10	-59
161990	41	46
162115	11	56
162240	22	-69
162365	-30	11
162490	40	27
162614	-27	-7
162739	-58	-100
162864	-69	-46
162989	41	-2
163114	-1	41
163238	-15	-44
163363	44	6
163488	45	-32
163613	-69	98
163738	-29	-9
163862	0	-40
163987	-5	28
164112	-52	-15
164237	-95	38
164362	61	-19
164486	-28	64
164611	-9	-24
164736	-41	-52
164861	-2	40
164986	27	-7
165110	64	-14
165235	55	-30
165360	-51	-2
165485	32	-4
165610	21	83
165734	32	57
165859	-65	-11
165984	49	43
166109	-28	-5
166234	120	-45
166358	31	17
166483	87	57
166608	50	14
166733	13	-7
166858	17	-41
166982	-13	-28
167107	100	4
167232	-59	31
167357	-57	43
167482	27	82
167606	-25	110
167731	-15	-77
167856	-74	-34
167981	-36	30
168106	10	-42
168230	-56	-11
168355	3	55
168480	-9	-90
168605	40	-28
168730	4	-59
168854	-41	24
168979	-27	-87
169104	97	18
169229	-20	-80
169354	47	-12
169478	77	66
169603	8	-42
169728	33	31
169853	-22	149
169978	105	13
170102	6	-15
170227	135	-41
170352	-25	0
170477	-9	-66
170602	-52	14
170726	39	-15
170851	0	-7
170976	14	-80
171101	-22	-57
171226	-25	-57
171350	65	-59
171475	-112	-57
171600	20	42
171725	-22	2
171850	-29	-17
171974	-42	16
172099	-37	-23
172224	-30	41
172349	10	55
172474	78	-32
172598	-23	-43
172723	9	38
172848	-6	24
172973	57	2
173098	-20	-102
173222	29	43
173347	-8	-73
173472	32	-69
173597	-32	-5
173722	42	-16
173846	-48	-72
173971	50	2
174096	-13	33
174221	18	-50
174346	12	-6
174470	-23	28
174595	-29	88
174720	90	-14
174845	25	6
174970	-3	1
175094	43	-1
175219	-25	73
175344	53	-47
175469	23	2
175594	-8	36
175718	51	-94
175843	69	-52
175968	-60	-18
176093	1	19
176218	-42	60
176342	-19	-25
176467	13	-33
176592	-8	40
176717	-39	-20
176842	-44	86
176966	88	13
177091	-4	-15
177216	-10	30
177341	4	-16
177466	-77	145
177590	-11	67
177715	46	-29
177840	11	47
177965	-2	14
178090	25	72
178214	-61	33
178339	-32	-53
178464	-31	98
178589	-36	-89
178714	-34	-45
178838	51	64
178963	-87	117
179088	51	-46
179213	-60	19
179338	-18	65
179462	-41	50
179587	-62	41
179712	2	6
179837	-38	-25
179962	-41	-54
180086	-93	47
180211	60	57
180336	-26	-22
180461	-98	-16
180586	-55	88
180710	18	36
180835	-22	-17
180960	21	16
181085	-64	120
181210	3	122
181334	-71	93
181459	-109	6
181584	23	68
181709	35	-25
181834	45	-50
181958	1	32
182083	15	35
182208	90	53
182333	-47	-1
182458	-22	55
182582	59	-61
182707	61	-50
182832	46	21
182957	50	43
183082	-15	-45
183206	-63	-7
183331	-21	5
183456	-11	14
183581	-27	-93
183706	-86	-12
183830	12	-34
183955	-15	-7
184080	-15	27
184205	-46	-1
184330	-6	42
184454	6	-78
184579	48	-25
184704	11	-26
184829	-3	99
184954	-55	29
185078	-57	58
185203	30	25
185328	35	70
185453	0	-6
185578	-16	39
185702	29	-7
185827	-50	-80
185952	30	-32
186077	14	-38
186202	0	-7
186326	43	19
186451	-36	133
186576	1	-48
186701	-36	-18
186826	24	-38
186950	-28	-18
187075	-17	-60
187200	22	98
187325	49	-28
187450	-21	-4
187574	-95	-51
187699	24	22
187824	-44	-44
187949	-88	-26
188074	99	-4
188198	-16	-31
